"","combo","partner_crime","child_crime","stranger_crime","burglary_home_stranger","victim_male","victim_female","victim_unknown_sex","offender_male","offender_female","offender_unknown_sex","victim_minor","victim_adult","offender_minor","offender_adult"
"6285","FLEMING-KY-2018-7",0,4,4,0,16,1,0,27,9,0,0,16,0,16
"6286","FLEMING-KY-2018-8",4,7,4,0,13,11,0,34,7,0,6,6,6,6
"6287","FLEMING-KY-2018-9",2,0,1,0,4,4,0,11,5,0,0,6,0,6
"6288","FLORENCE-SC-2018-1",135,167,151,0,465,435,6,757,275,345,75,815,75,815
"6289","FLORENCE-SC-2018-10",191,220,244,0,500,568,3,793,300,280,99,950,99,950
"6290","FLORENCE-SC-2018-11",131,174,163,0,483,414,5,693,245,269,91,791,91,791
"6291","FLORENCE-SC-2018-12",182,224,210,0,473,466,14,793,264,264,82,844,82,844
"6292","FLORENCE-SC-2018-2",217,283,252,0,432,635,8,895,343,301,110,940,110,940
"6293","FLORENCE-SC-2018-3",207,294,312,0,495,678,5,909,435,337,170,987,170,987
"6294","FLORENCE-SC-2018-4",162,211,351,0,594,640,6,884,389,361,189,1039,189,1039
"6295","FLORENCE-SC-2018-5",218,269,259,1,527,558,8,856,339,350,71,999,71,999
"6296","FLORENCE-SC-2018-6",213,240,203,28,527,478,5,928,269,282,45,953,45,953
"6297","FLORENCE-SC-2018-7",224,220,255,3,517,539,5,851,353,325,71,968,71,968
"6298","FLORENCE-SC-2018-8",198,240,230,0,575,600,17,963,371,315,54,1108,54,1108
"6299","FLORENCE-SC-2018-9",173,201,197,1,490,526,7,777,238,262,78,921,78,921
"6300","FLOYD-IA-2018-1",2,2,6,0,13,10,0,21,17,0,2,20,2,20
"6301","FLOYD-IA-2018-10",1,1,1,0,5,6,0,11,2,0,0,11,0,11
"6302","FLOYD-IA-2018-11",5,4,5,0,4,5,0,7,11,0,1,8,1,8
"6303","FLOYD-IA-2018-12",0,0,1,0,6,4,0,9,3,0,0,10,0,10
"6304","FLOYD-IA-2018-2",5,2,5,0,18,22,0,43,7,1,3,37,3,37
"6305","FLOYD-IA-2018-3",4,2,3,0,6,9,0,32,9,0,1,14,1,14
"6306","FLOYD-IA-2018-4",5,2,2,0,11,12,0,19,13,1,0,23,0,23
"6307","FLOYD-IA-2018-5",5,3,7,0,10,19,0,35,5,0,2,27,2,27
"6308","FLOYD-IA-2018-6",9,6,8,0,17,12,0,43,12,0,2,27,2,27
"6309","FLOYD-IA-2018-7",6,2,3,0,12,19,0,28,10,2,4,27,4,27
"6310","FLOYD-IA-2018-8",8,5,5,0,14,16,0,17,21,0,0,30,0,30
"6311","FLOYD-IA-2018-9",4,2,2,0,7,12,0,9,2,0,0,19,0,19
"6312","FLOYD-IN-2018-1",0,0,0,0,0,4,0,9,7,0,0,1,0,1
"6313","FLOYD-IN-2018-10",2,5,2,0,4,2,0,22,9,0,2,4,2,4
"6314","FLOYD-IN-2018-11",9,9,15,0,18,4,0,20,20,0,0,22,0,22
"6315","FLOYD-IN-2018-12",0,0,0,0,2,0,0,6,2,0,0,2,0,2
"6316","FLOYD-IN-2018-2",0,0,0,0,0,0,0,8,6,0,0,0,0,0
"6317","FLOYD-IN-2018-3",0,0,0,0,0,1,0,11,10,0,0,1,0,1
"6318","FLOYD-IN-2018-4",0,0,0,0,1,4,0,13,13,0,0,1,0,1
"6319","FLOYD-IN-2018-5",1,1,2,0,17,1,0,30,0,0,1,17,1,17
"6320","FLOYD-IN-2018-6",0,0,0,0,0,4,0,19,13,0,0,4,0,4
"6321","FLOYD-IN-2018-7",3,3,3,0,4,5,0,30,3,0,3,3,3,3
"6322","FLOYD-IN-2018-8",2,2,2,0,1,6,0,13,6,0,2,4,2,4
"6323","FLOYD-IN-2018-9",2,2,2,0,1,2,0,7,2,0,0,3,0,3
"6324","FLOYD-KY-2018-1",0,1,3,0,12,4,0,29,6,0,1,12,1,12
"6325","FLOYD-KY-2018-10",0,1,0,0,3,12,0,22,14,0,0,13,0,13
"6326","FLOYD-KY-2018-11",0,0,0,0,9,3,0,24,7,0,0,11,0,11
"6327","FLOYD-KY-2018-12",1,3,1,0,13,1,4,34,7,0,0,13,0,13
"6328","FLOYD-KY-2018-2",1,0,0,0,4,10,0,28,1,0,0,14,0,14
"6329","FLOYD-KY-2018-3",0,11,1,0,11,6,0,39,30,0,11,6,11,6
"6330","FLOYD-KY-2018-4",1,2,1,0,9,8,0,28,18,0,1,15,1,15
"6331","FLOYD-KY-2018-5",2,4,2,0,5,7,1,24,15,0,0,12,0,12
"6332","FLOYD-KY-2018-6",3,4,3,0,7,4,0,16,14,0,0,11,0,11
"6333","FLOYD-KY-2018-7",3,5,2,0,15,14,1,39,12,0,2,27,2,27
"6334","FLOYD-KY-2018-8",1,7,1,0,12,3,0,43,1,0,1,12,1,12
"6335","FLOYD-KY-2018-9",0,9,7,0,19,6,0,31,18,0,0,24,0,24
"6336","FLOYD-VA-2018-1",1,1,1,0,6,2,0,4,5,0,0,5,0,5
"6337","FLOYD-VA-2018-10",0,4,0,0,22,15,0,44,12,1,1,29,1,29
"6338","FLOYD-VA-2018-11",4,3,5,0,13,10,1,27,12,3,1,21,1,21
"6339","FLOYD-VA-2018-12",5,7,3,0,12,19,0,21,8,1,1,26,1,26
"6340","FLOYD-VA-2018-2",1,1,2,0,9,6,0,20,4,0,2,11,2,11
"6341","FLOYD-VA-2018-3",3,5,6,0,12,9,0,20,5,1,0,17,0,17
"6342","FLOYD-VA-2018-4",8,5,4,0,11,14,0,20,10,0,4,18,4,18
"6343","FLOYD-VA-2018-5",3,2,7,0,15,15,0,26,14,2,1,25,1,25
"6344","FLOYD-VA-2018-6",8,6,5,0,22,20,0,48,21,4,3,34,3,34
"6345","FLOYD-VA-2018-7",6,4,5,0,15,11,0,17,5,2,2,20,2,20
"6346","FLOYD-VA-2018-8",2,0,1,0,6,9,0,37,21,2,0,13,0,13
"6347","FLOYD-VA-2018-9",2,3,4,0,9,6,0,20,11,1,1,13,1,13
"6348","FLUVANNA-VA-2018-1",15,14,24,0,36,19,0,39,19,0,2,53,2,53
"6349","FLUVANNA-VA-2018-10",10,9,14,0,21,30,0,31,21,0,12,39,12,39
"6350","FLUVANNA-VA-2018-11",5,4,4,0,15,15,0,24,2,0,2,26,2,26
"6351","FLUVANNA-VA-2018-12",5,7,2,0,16,13,0,26,17,0,3,26,3,26
"6352","FLUVANNA-VA-2018-2",4,10,12,0,15,30,0,28,17,1,8,34,8,34
"6353","FLUVANNA-VA-2018-3",10,4,7,0,34,31,0,45,12,1,3,62,3,62
"6354","FLUVANNA-VA-2018-4",5,8,8,0,33,14,0,27,12,0,4,38,4,38
"6355","FLUVANNA-VA-2018-5",3,2,11,0,25,23,1,32,15,1,5,41,5,41
"6356","FLUVANNA-VA-2018-6",6,6,13,0,21,31,0,32,11,2,8,44,8,44
"6357","FLUVANNA-VA-2018-7",3,1,13,0,18,19,1,36,18,0,0,38,0,38
"6358","FLUVANNA-VA-2018-8",7,2,11,0,20,20,1,33,5,1,9,32,9,32
"6359","FLUVANNA-VA-2018-9",3,4,6,0,19,13,0,15,7,1,4,28,4,28
"6360","FOND DU LAC-WI-2018-1",44,37,56,0,135,171,0,307,143,1,41,265,41,265
"6361","FOND DU LAC-WI-2018-10",58,47,55,0,133,138,0,277,93,0,30,241,30,241
"6362","FOND DU LAC-WI-2018-11",27,19,33,0,82,132,0,189,85,1,25,189,25,189
"6363","FOND DU LAC-WI-2018-12",61,56,57,0,188,148,2,377,141,3,24,314,24,314
"6364","FOND DU LAC-WI-2018-2",37,33,52,0,106,150,2,277,128,2,35,220,35,220
"6365","FOND DU LAC-WI-2018-3",35,51,46,0,139,145,0,304,155,1,34,249,34,249
"6366","FOND DU LAC-WI-2018-4",27,19,41,0,110,115,0,255,113,0,23,202,23,202
"6367","FOND DU LAC-WI-2018-5",44,45,55,0,150,158,0,299,102,0,26,282,26,282
"6368","FOND DU LAC-WI-2018-6",41,32,57,0,177,148,2,290,112,2,29,296,29,296
"6369","FOND DU LAC-WI-2018-7",54,62,55,0,157,172,0,285,141,0,31,298,31,298
"6370","FOND DU LAC-WI-2018-8",24,27,45,0,175,148,0,229,130,2,42,281,42,281
"6371","FOND DU LAC-WI-2018-9",49,43,51,0,152,145,1,292,115,0,26,271,26,271
"6372","FORD-KS-2018-1",31,22,27,0,74,79,0,170,41,6,12,141,12,141
"6373","FORD-KS-2018-10",60,74,36,6,138,107,0,264,64,2,26,219,26,219
"6374","FORD-KS-2018-11",21,17,21,0,58,66,0,125,44,1,6,118,6,118
"6375","FORD-KS-2018-12",24,24,34,0,94,90,0,163,78,0,3,181,3,181
"6376","FORD-KS-2018-2",17,12,27,0,70,47,0,97,54,4,6,111,6,111
"6377","FORD-KS-2018-3",18,24,30,0,38,67,0,129,28,2,7,98,7,98
"6378","FORD-KS-2018-4",40,30,47,0,64,105,0,189,34,1,7,162,7,162
"6379","FORD-KS-2018-5",27,22,37,0,71,79,1,147,57,0,12,138,12,138
"6380","FORD-KS-2018-6",14,10,21,0,88,59,0,136,74,1,20,127,20,127
"6381","FORD-KS-2018-7",37,41,24,0,74,106,1,151,62,6,11,169,11,169
"6382","FORD-KS-2018-8",37,33,30,0,93,93,0,132,40,0,8,172,8,172
"6383","FORD-KS-2018-9",34,31,32,0,82,74,0,149,73,2,12,142,12,142
"6384","FORT BEND-TX-2018-1",64,43,93,0,208,211,1,425,141,20,47,365,47,365
"6385","FORT BEND-TX-2018-10",262,198,247,0,730,665,0,988,372,472,153,1240,153,1240
"6386","FORT BEND-TX-2018-11",230,199,282,0,792,775,9,1093,483,455,159,1414,159,1414
"6387","FORT BEND-TX-2018-12",260,222,295,0,851,781,10,1105,497,555,143,1491,143,1491
"6388","FORT BEND-TX-2018-2",55,51,111,0,219,243,2,384,226,23,63,394,63,394
"6389","FORT BEND-TX-2018-3",45,33,92,0,194,207,11,433,211,16,52,347,52,347
"6390","FORT BEND-TX-2018-4",76,35,108,0,208,254,3,437,213,26,60,403,60,403
"6391","FORT BEND-TX-2018-5",95,63,146,0,289,324,3,551,181,24,79,535,79,535
"6392","FORT BEND-TX-2018-6",237,216,267,0,818,687,2,1048,413,499,102,1400,102,1400
"6393","FORT BEND-TX-2018-7",232,167,223,1,656,665,7,983,367,463,95,1228,95,1228
"6394","FORT BEND-TX-2018-8",245,200,188,0,737,739,3,1075,437,566,81,1393,81,1393
"6395","FORT BEND-TX-2018-9",211,192,251,0,693,642,1,1011,416,376,144,1190,144,1190
"6396","FOSTER-ND-2018-1",0,0,0,0,0,1,0,0,1,1,0,1,0,1
"6397","FOSTER-ND-2018-10",0,0,0,0,2,2,0,7,1,0,0,3,0,3
"6398","FOSTER-ND-2018-11",0,0,0,0,15,6,0,15,6,0,0,21,0,21
"6399","FOSTER-ND-2018-12",0,0,0,0,2,0,0,1,1,0,0,2,0,2
"6400","FOSTER-ND-2018-3",0,0,0,0,10,0,0,6,8,0,0,10,0,10
"6401","FOSTER-ND-2018-5",0,1,0,0,1,2,0,1,1,0,0,3,0,3
"6402","FOSTER-ND-2018-6",0,1,0,0,2,1,0,1,1,0,0,3,0,3
"6403","FOSTER-ND-2018-7",0,0,0,0,0,1,0,1,5,0,0,1,0,1
"6404","FOSTER-ND-2018-8",0,2,0,0,4,3,0,3,2,0,0,7,0,7
"6405","FOSTER-ND-2018-9",0,0,1,0,6,9,0,1,17,0,0,15,0,15
"6406","FOUNTAIN-IN-2018-1",0,0,0,0,0,0,0,2,2,0,0,0,0,0
"6407","FOUNTAIN-IN-2018-11",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6408","FOUNTAIN-IN-2018-12",0,0,0,0,0,0,0,2,2,0,0,0,0,0
"6409","FOUNTAIN-IN-2018-3",6,6,6,0,1,6,0,11,2,0,6,1,6,1
"6410","FOUNTAIN-IN-2018-4",0,0,0,0,1,1,0,1,1,0,0,2,0,2
"6411","FOUNTAIN-IN-2018-5",0,0,0,0,0,1,0,5,0,0,0,1,0,1
"6412","FOUNTAIN-IN-2018-6",1,1,1,0,0,1,0,1,4,0,1,0,1,0
"6413","FOUNTAIN-IN-2018-7",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"6414","FOUNTAIN-IN-2018-8",1,1,1,0,0,1,0,1,0,0,0,1,0,1
"6415","FRANKLIN-AR-2018-1",10,23,13,0,50,39,2,82,19,11,7,76,7,76
"6416","FRANKLIN-AR-2018-10",3,9,22,0,25,32,1,51,15,4,11,46,11,46
"6417","FRANKLIN-AR-2018-11",8,11,21,0,42,41,0,77,35,6,4,76,4,76
"6418","FRANKLIN-AR-2018-12",0,4,11,0,26,17,6,56,6,0,8,27,8,27
"6419","FRANKLIN-AR-2018-2",21,32,36,0,75,22,5,108,25,2,23,74,23,74
"6420","FRANKLIN-AR-2018-3",24,31,38,0,73,65,1,109,67,6,8,130,8,130
"6421","FRANKLIN-AR-2018-4",12,24,22,0,52,31,0,71,33,7,12,69,12,69
"6422","FRANKLIN-AR-2018-5",13,24,28,0,67,34,0,73,33,7,6,95,6,95
"6423","FRANKLIN-AR-2018-6",13,18,18,0,29,35,0,70,22,2,4,57,4,57
"6424","FRANKLIN-AR-2018-7",14,27,25,0,53,50,2,85,53,7,6,96,6,96
"6425","FRANKLIN-AR-2018-8",3,8,21,0,36,37,0,43,45,2,7,59,7,59
"6426","FRANKLIN-AR-2018-9",2,5,18,0,81,31,0,121,29,13,6,106,6,106
"6427","FRANKLIN-IA-2018-10",1,1,1,0,0,1,0,7,1,0,0,1,0,1
"6428","FRANKLIN-IA-2018-11",1,0,0,0,2,0,0,3,3,0,0,2,0,2
"6429","FRANKLIN-IA-2018-2",0,0,0,0,0,4,0,8,2,0,0,4,0,4
"6430","FRANKLIN-IA-2018-3",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6431","FRANKLIN-IA-2018-4",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6432","FRANKLIN-IA-2018-5",0,0,0,0,0,1,0,4,0,0,0,1,0,1
"6433","FRANKLIN-IA-2018-6",1,1,1,0,0,5,0,7,2,0,0,5,0,5
"6434","FRANKLIN-IA-2018-7",2,2,1,0,1,2,0,3,4,0,0,3,0,3
"6435","FRANKLIN-IA-2018-8",2,1,1,0,2,4,0,15,1,0,0,6,0,6
"6436","FRANKLIN-IA-2018-9",0,0,0,0,0,0,0,5,3,0,0,0,0,0
"6437","FRANKLIN-ID-2018-1",1,0,2,0,11,9,0,19,1,1,1,19,1,19
"6438","FRANKLIN-ID-2018-10",2,2,2,0,1,5,0,8,6,4,1,5,1,5
"6439","FRANKLIN-ID-2018-11",2,2,2,0,3,5,0,4,2,3,2,6,2,6
"6440","FRANKLIN-ID-2018-12",1,1,1,0,3,1,0,8,1,3,1,3,1,3
"6441","FRANKLIN-ID-2018-2",0,0,0,0,6,3,0,1,2,4,1,8,1,8
"6442","FRANKLIN-ID-2018-3",0,0,0,0,2,1,0,2,0,1,0,3,0,3
"6443","FRANKLIN-ID-2018-4",3,4,2,0,13,13,0,7,0,18,2,24,2,24
"6444","FRANKLIN-ID-2018-5",6,3,3,0,5,6,0,9,1,1,3,8,3,8
"6445","FRANKLIN-ID-2018-6",4,3,4,0,2,8,0,3,3,5,1,9,1,9
"6446","FRANKLIN-ID-2018-7",4,5,4,0,10,7,0,10,4,4,1,16,1,16
"6447","FRANKLIN-ID-2018-8",0,1,0,0,2,4,0,3,0,4,0,6,0,6
"6448","FRANKLIN-ID-2018-9",1,2,3,0,10,4,0,13,5,3,0,14,0,14
"6449","FRANKLIN-IN-2018-1",1,1,1,0,0,1,0,1,0,0,1,0,1,0
"6450","FRANKLIN-IN-2018-11",5,5,5,0,0,5,0,6,2,0,5,0,5,0
"6451","FRANKLIN-IN-2018-2",0,0,0,0,0,9,0,12,6,0,0,9,0,9
"6452","FRANKLIN-IN-2018-3",1,1,1,0,1,0,0,2,0,0,1,0,1,0
"6453","FRANKLIN-IN-2018-4",0,0,0,0,1,1,0,6,2,0,0,2,0,2
"6454","FRANKLIN-IN-2018-5",8,8,8,0,1,7,0,14,4,0,0,8,0,8
"6455","FRANKLIN-IN-2018-6",1,1,1,0,1,0,0,2,2,0,1,0,1,0
"6456","FRANKLIN-IN-2018-7",8,8,8,0,4,4,0,11,3,0,0,8,0,8
"6457","FRANKLIN-IN-2018-8",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6458","FRANKLIN-IN-2018-9",0,0,0,0,1,0,0,0,0,0,0,1,0,1
"6459","FRANKLIN-KS-2018-1",25,32,19,0,59,61,1,110,40,46,17,99,17,99
"6460","FRANKLIN-KS-2018-10",27,16,28,0,57,50,3,134,50,21,11,88,11,88
"6461","FRANKLIN-KS-2018-11",16,10,16,0,56,43,0,109,30,57,4,95,4,95
"6462","FRANKLIN-KS-2018-12",24,28,13,0,72,69,0,102,24,74,8,133,8,133
"6463","FRANKLIN-KS-2018-2",12,15,15,0,48,31,0,63,46,24,5,71,5,71
"6464","FRANKLIN-KS-2018-3",19,21,25,0,68,61,0,100,67,42,9,119,9,119
"6465","FRANKLIN-KS-2018-4",27,28,49,3,90,66,0,126,33,79,7,147,7,147
"6466","FRANKLIN-KS-2018-5",14,24,15,0,57,48,0,94,57,39,9,96,9,96
"6467","FRANKLIN-KS-2018-6",24,26,19,0,47,48,0,97,63,27,9,81,9,81
"6468","FRANKLIN-KS-2018-7",18,29,14,0,74,54,0,113,49,40,6,122,6,122
"6469","FRANKLIN-KS-2018-8",47,44,35,0,83,62,3,163,38,45,6,139,6,139
"6470","FRANKLIN-KS-2018-9",26,18,13,0,52,48,2,93,43,38,8,89,8,89
"6471","FRANKLIN-KY-2018-1",73,81,42,0,114,146,1,260,115,11,60,188,60,188
"6472","FRANKLIN-KY-2018-10",26,32,30,0,138,160,5,309,106,0,18,283,18,283
"6473","FRANKLIN-KY-2018-11",25,34,33,0,140,110,0,193,92,1,7,233,7,233
"6474","FRANKLIN-KY-2018-12",19,44,27,0,131,101,2,228,95,0,13,219,13,219
"6475","FRANKLIN-KY-2018-2",47,61,24,1,116,107,9,300,90,1,10,186,10,186
"6476","FRANKLIN-KY-2018-3",22,44,26,0,94,123,0,206,97,1,11,201,11,201
"6477","FRANKLIN-KY-2018-4",31,66,33,0,155,114,0,178,134,1,27,200,27,200
"6478","FRANKLIN-KY-2018-5",60,37,35,0,92,121,2,176,89,1,16,191,16,191
"6479","FRANKLIN-KY-2018-6",51,64,51,8,196,185,0,287,168,1,17,358,17,358
"6480","FRANKLIN-KY-2018-7",38,52,30,0,117,158,4,237,131,5,15,255,15,255
"6481","FRANKLIN-KY-2018-8",24,65,29,0,122,125,1,268,127,0,24,222,24,222
"6482","FRANKLIN-KY-2018-9",36,39,35,1,155,144,0,260,109,0,8,284,8,284
"6483","FRANKLIN-MA-2018-1",14,18,24,0,82,54,0,88,39,0,15,121,15,121
"6484","FRANKLIN-MA-2018-10",28,30,32,0,95,65,0,78,45,1,5,155,5,155
"6485","FRANKLIN-MA-2018-11",28,30,27,0,93,76,0,91,57,2,7,161,7,161
"6486","FRANKLIN-MA-2018-12",22,21,29,0,50,52,0,71,23,0,10,92,10,92
"6487","FRANKLIN-MA-2018-2",24,21,32,0,59,69,0,78,48,0,8,120,8,120
"6488","FRANKLIN-MA-2018-3",30,33,46,2,78,93,0,97,49,0,7,162,7,162
"6489","FRANKLIN-MA-2018-4",9,13,11,0,56,45,0,83,27,0,6,92,6,92
"6490","FRANKLIN-MA-2018-5",33,38,42,1,78,93,0,112,21,0,12,159,12,159
"6491","FRANKLIN-MA-2018-6",26,45,42,1,119,65,0,118,58,3,36,147,36,147
"6492","FRANKLIN-MA-2018-7",20,23,31,0,59,76,0,88,25,0,3,129,3,129
"6493","FRANKLIN-MA-2018-8",39,34,54,0,127,89,0,143,59,0,19,194,19,194
"6494","FRANKLIN-MA-2018-9",30,30,32,0,58,53,0,67,25,1,6,103,6,103
"6495","FRANKLIN-ME-2018-1",7,7,6,0,14,15,0,35,6,0,2,27,2,27
"6496","FRANKLIN-ME-2018-10",3,3,8,0,19,12,0,14,10,0,7,24,7,24
"6497","FRANKLIN-ME-2018-11",4,2,2,0,8,11,0,15,7,0,1,18,1,18
"6498","FRANKLIN-ME-2018-12",4,12,9,0,26,22,0,42,6,0,5,43,5,43
"6499","FRANKLIN-ME-2018-2",12,16,8,0,12,25,0,35,14,0,10,27,10,27
"6500","FRANKLIN-ME-2018-3",0,5,3,0,11,11,0,27,3,0,4,18,4,18
"6501","FRANKLIN-ME-2018-4",4,12,8,0,17,19,0,29,5,0,5,31,5,31
"6502","FRANKLIN-ME-2018-5",5,5,2,0,16,21,0,20,5,0,3,34,3,34
"6503","FRANKLIN-ME-2018-6",5,5,4,0,15,14,0,18,15,0,2,27,2,27
"6504","FRANKLIN-ME-2018-7",3,12,6,0,27,20,0,37,10,0,2,45,2,45
"6505","FRANKLIN-ME-2018-8",6,8,10,0,28,20,0,31,12,0,3,45,3,45
"6506","FRANKLIN-ME-2018-9",10,10,10,0,23,18,0,33,12,0,3,38,3,38
"6507","FRANKLIN-MO-2018-12",13,8,8,0,49,33,0,64,20,1,2,80,2,80
"6508","FRANKLIN-OH-2018-1",82,99,93,0,418,404,3,867,333,114,55,763,55,763
"6509","FRANKLIN-OH-2018-10",100,146,139,0,505,495,5,929,374,138,94,906,94,906
"6510","FRANKLIN-OH-2018-11",80,105,97,0,459,428,4,870,348,49,63,819,63,819
"6511","FRANKLIN-OH-2018-12",81,113,76,0,440,465,3,791,366,122,82,821,82,821
"6512","FRANKLIN-OH-2018-2",78,121,113,0,405,402,24,886,368,102,95,721,95,721
"6513","FRANKLIN-OH-2018-3",102,176,85,0,421,467,9,939,443,109,88,796,88,796
"6514","FRANKLIN-OH-2018-4",94,156,93,2,407,519,11,973,399,116,94,814,94,814
"6515","FRANKLIN-OH-2018-5",88,107,126,0,491,528,4,874,408,152,81,914,81,914
"6516","FRANKLIN-OH-2018-6",83,149,117,0,488,475,7,838,383,137,85,872,85,872
"6517","FRANKLIN-OH-2018-7",95,103,135,0,522,547,10,910,384,145,80,983,80,983
"6518","FRANKLIN-OH-2018-8",87,155,95,0,429,474,1,835,390,111,56,840,56,840
"6519","FRANKLIN-OH-2018-9",91,128,122,0,484,487,1,1019,373,108,87,869,87,869
"6520","FRANKLIN-PA-2018-1",10,7,11,0,53,45,0,95,33,0,4,94,4,94
"6521","FRANKLIN-PA-2018-10",6,7,11,0,16,26,0,40,18,0,6,36,6,36
"6522","FRANKLIN-PA-2018-11",16,5,14,0,42,44,0,79,22,1,2,84,2,84
"6523","FRANKLIN-PA-2018-12",13,8,10,0,34,56,0,65,37,0,5,85,5,85
"6524","FRANKLIN-PA-2018-2",15,13,21,0,53,69,0,143,24,4,4,117,4,117
"6525","FRANKLIN-PA-2018-3",12,5,9,0,49,52,0,79,40,0,8,92,8,92
"6526","FRANKLIN-PA-2018-4",7,2,9,0,58,34,0,79,27,6,3,88,3,88
"6527","FRANKLIN-PA-2018-5",8,4,21,0,41,65,1,85,42,2,8,94,8,94
"6528","FRANKLIN-PA-2018-6",12,10,21,0,59,59,0,97,42,2,13,104,13,104
"6529","FRANKLIN-PA-2018-7",6,8,12,0,31,54,0,55,56,2,3,81,3,81
"6530","FRANKLIN-PA-2018-8",6,4,9,0,41,30,0,71,16,0,6,65,6,65
"6531","FRANKLIN-PA-2018-9",5,2,2,0,23,25,0,47,28,0,2,44,2,44
"6532","FRANKLIN-TN-2018-1",48,44,72,0,88,134,1,211,104,81,28,194,28,194
"6533","FRANKLIN-TN-2018-10",41,45,55,0,156,131,1,301,110,89,15,270,15,270
"6534","FRANKLIN-TN-2018-11",52,51,65,0,133,116,2,224,141,79,13,238,13,238
"6535","FRANKLIN-TN-2018-12",38,35,44,0,85,101,0,211,85,69,13,172,13,172
"6536","FRANKLIN-TN-2018-2",34,48,36,0,106,105,0,203,92,99,12,198,12,198
"6537","FRANKLIN-TN-2018-3",59,68,82,0,130,164,1,334,159,102,19,275,19,275
"6538","FRANKLIN-TN-2018-4",46,75,82,0,151,162,0,329,142,107,35,275,35,275
"6539","FRANKLIN-TN-2018-5",58,63,102,0,205,165,0,357,173,118,31,337,31,337
"6540","FRANKLIN-TN-2018-6",48,58,52,0,151,125,1,222,144,126,15,261,15,261
"6541","FRANKLIN-TN-2018-7",46,46,63,0,140,143,0,234,125,104,36,247,36,247
"6542","FRANKLIN-TN-2018-8",96,96,110,5,191,174,3,347,141,74,28,340,28,340
"6543","FRANKLIN-TN-2018-9",69,85,86,0,155,200,1,291,164,128,38,317,38,317
"6544","FRANKLIN-TX-2018-10",0,0,0,0,1,4,0,3,2,0,0,5,0,5
"6545","FRANKLIN-TX-2018-11",1,1,1,0,1,1,0,1,0,0,0,2,0,2
"6546","FRANKLIN-TX-2018-12",0,0,0,0,1,4,0,6,1,0,0,4,0,4
"6547","FRANKLIN-TX-2018-8",0,0,0,0,4,0,0,5,2,0,0,4,0,4
"6548","FRANKLIN-TX-2018-9",0,0,0,0,3,2,0,2,3,0,0,5,0,5
"6549","FRANKLIN-VA-2018-1",41,23,42,0,88,64,0,188,60,1,13,138,13,138
"6550","FRANKLIN-VA-2018-10",28,13,36,0,118,91,2,219,112,3,12,185,12,185
"6551","FRANKLIN-VA-2018-11",19,9,12,0,72,56,0,172,64,5,6,116,6,116
"6552","FRANKLIN-VA-2018-12",31,26,37,0,79,77,1,192,101,2,22,129,22,129
"6553","FRANKLIN-VA-2018-2",24,20,30,0,105,67,0,209,72,1,11,158,11,158
"6554","FRANKLIN-VA-2018-3",12,12,26,0,58,76,0,199,75,2,3,128,3,128
"6555","FRANKLIN-VA-2018-4",30,23,42,0,79,104,1,179,132,6,19,161,19,161
"6556","FRANKLIN-VA-2018-5",25,26,42,6,90,104,0,227,123,3,7,179,7,179
"6557","FRANKLIN-VA-2018-6",31,21,49,0,119,115,2,162,94,4,11,211,11,211
"6558","FRANKLIN-VA-2018-7",39,22,32,0,96,96,0,191,100,16,13,169,13,169
"6559","FRANKLIN-VA-2018-8",25,25,41,0,99,101,2,213,106,3,14,179,14,179
"6560","FRANKLIN-VA-2018-9",33,21,34,0,138,116,6,271,106,6,13,234,13,234
"6561","FRANKLIN-VT-2018-1",20,14,12,0,47,55,0,78,27,0,6,93,6,93
"6562","FRANKLIN-VT-2018-10",18,18,22,0,58,52,0,77,26,0,13,97,13,97
"6563","FRANKLIN-VT-2018-11",13,20,17,0,31,54,0,53,30,0,6,78,6,78
"6564","FRANKLIN-VT-2018-12",20,18,18,0,48,61,0,58,28,0,6,103,6,103
"6565","FRANKLIN-VT-2018-2",22,24,17,0,45,54,0,71,27,0,5,94,5,94
"6566","FRANKLIN-VT-2018-3",18,18,19,0,50,58,0,94,44,0,13,95,13,95
"6567","FRANKLIN-VT-2018-4",15,22,18,0,73,78,0,135,53,1,11,140,11,140
"6568","FRANKLIN-VT-2018-5",9,11,20,0,55,54,0,79,43,0,7,102,7,102
"6569","FRANKLIN-VT-2018-6",15,18,25,0,70,96,0,83,79,0,12,154,12,154
"6570","FRANKLIN-VT-2018-7",14,15,25,0,65,47,0,57,43,0,4,107,4,107
"6571","FRANKLIN-VT-2018-8",30,39,37,0,82,62,2,103,34,0,14,132,14,132
"6572","FRANKLIN-VT-2018-9",17,39,31,0,93,74,0,86,56,0,30,137,30,137
"6573","FRANKLIN-WA-2018-1",51,52,60,2,147,174,0,269,82,24,23,298,23,298
"6574","FRANKLIN-WA-2018-10",52,44,61,0,169,133,0,228,81,18,42,259,42,259
"6575","FRANKLIN-WA-2018-11",40,39,46,0,134,138,1,214,90,25,29,241,29,241
"6576","FRANKLIN-WA-2018-12",52,33,58,7,202,188,1,273,145,8,21,366,21,366
