"","combo","partner_crime","child_crime","stranger_crime","burglary_home_stranger","victim_male","victim_female","victim_unknown_sex","offender_male","offender_female","offender_unknown_sex","victim_minor","victim_adult","offender_minor","offender_adult"
"6577","FRANKLIN-WA-2018-2",62,63,69,0,249,287,4,360,192,13,49,371,49,371
"6578","FRANKLIN-WA-2018-3",56,65,74,1,183,180,0,251,91,20,57,305,57,305
"6579","FRANKLIN-WA-2018-4",52,43,54,0,199,172,2,282,87,21,36,335,36,335
"6580","FRANKLIN-WA-2018-5",69,63,65,0,155,167,1,234,88,10,31,292,31,292
"6581","FRANKLIN-WA-2018-6",77,67,99,0,214,192,0,260,151,16,30,376,30,376
"6582","FRANKLIN-WA-2018-7",53,34,50,0,182,168,2,208,86,25,35,314,35,314
"6583","FRANKLIN-WA-2018-8",49,43,58,0,162,154,1,217,62,15,23,292,23,292
"6584","FRANKLIN-WA-2018-9",58,49,61,0,173,174,0,261,107,13,35,312,35,312
"6585","FRANKLIN CITY-VA-2018-1",4,3,20,0,45,47,1,91,37,24,7,84,7,84
"6586","FRANKLIN CITY-VA-2018-10",6,0,11,0,20,33,0,26,26,14,8,44,8,44
"6587","FRANKLIN CITY-VA-2018-11",1,2,9,0,16,18,0,24,14,12,2,30,2,30
"6588","FRANKLIN CITY-VA-2018-12",7,1,10,0,26,35,0,44,7,24,0,61,0,61
"6589","FRANKLIN CITY-VA-2018-2",6,3,28,0,58,47,0,68,50,31,7,89,7,89
"6590","FRANKLIN CITY-VA-2018-3",9,2,16,0,24,39,3,52,27,28,4,57,4,57
"6591","FRANKLIN CITY-VA-2018-4",6,1,50,0,38,69,0,59,44,32,19,84,19,84
"6592","FRANKLIN CITY-VA-2018-5",14,11,33,0,39,53,0,59,31,33,5,81,5,81
"6593","FRANKLIN CITY-VA-2018-6",7,2,11,0,22,30,0,36,11,21,3,47,3,47
"6594","FRANKLIN CITY-VA-2018-7",18,14,20,0,39,46,0,66,22,31,6,79,6,79
"6595","FRANKLIN CITY-VA-2018-8",13,13,20,0,28,50,0,43,36,31,15,63,15,63
"6596","FRANKLIN CITY-VA-2018-9",5,4,31,0,20,46,0,37,37,22,2,59,2,59
"6597","FREDERICK-VA-2018-1",33,25,58,0,139,137,0,185,76,26,27,249,27,249
"6598","FREDERICK-VA-2018-10",31,29,56,0,123,118,0,188,86,12,33,208,33,208
"6599","FREDERICK-VA-2018-11",38,27,42,0,113,130,0,186,66,33,32,211,32,211
"6600","FREDERICK-VA-2018-12",41,41,59,0,138,135,0,235,92,23,41,232,41,232
"6601","FREDERICK-VA-2018-2",25,16,27,0,93,90,0,166,63,7,16,167,16,167
"6602","FREDERICK-VA-2018-3",30,31,66,0,137,107,1,255,81,11,62,181,62,181
"6603","FREDERICK-VA-2018-4",26,19,51,0,103,115,0,184,76,21,33,181,33,181
"6604","FREDERICK-VA-2018-5",31,16,42,0,135,97,0,173,83,19,26,204,26,204
"6605","FREDERICK-VA-2018-6",52,33,38,0,90,119,0,184,71,11,16,193,16,193
"6606","FREDERICK-VA-2018-7",36,17,36,0,110,137,0,179,74,7,13,232,13,232
"6607","FREDERICK-VA-2018-8",36,16,46,0,104,127,3,182,62,11,17,214,17,214
"6608","FREDERICK-VA-2018-9",38,22,45,0,98,112,0,185,72,19,24,186,24,186
"6609","FREDERICKSBURG CITY-VA-2018-1",30,20,94,0,106,121,0,201,70,124,18,209,18,209
"6610","FREDERICKSBURG CITY-VA-2018-10",44,27,133,0,160,168,0,244,75,174,21,307,21,307
"6611","FREDERICKSBURG CITY-VA-2018-11",21,15,59,0,80,99,0,107,91,121,12,167,12,167
"6612","FREDERICKSBURG CITY-VA-2018-12",30,29,64,0,96,109,0,230,91,119,9,196,9,196
"6613","FREDERICKSBURG CITY-VA-2018-2",35,14,60,0,102,125,0,167,73,102,26,201,26,201
"6614","FREDERICKSBURG CITY-VA-2018-3",28,18,86,1,132,129,0,229,68,108,16,244,16,244
"6615","FREDERICKSBURG CITY-VA-2018-4",36,32,68,0,85,141,0,162,100,122,16,210,16,210
"6616","FREDERICKSBURG CITY-VA-2018-5",43,33,71,0,142,138,0,162,93,175,19,261,19,261
"6617","FREDERICKSBURG CITY-VA-2018-6",37,33,77,0,117,121,0,194,76,142,18,220,18,220
"6618","FREDERICKSBURG CITY-VA-2018-7",28,23,67,0,101,141,0,160,73,149,8,234,8,234
"6619","FREDERICKSBURG CITY-VA-2018-8",37,32,65,0,104,162,0,177,90,158,3,263,3,263
"6620","FREDERICKSBURG CITY-VA-2018-9",57,41,101,0,132,121,0,172,86,165,29,224,29,224
"6621","FREEBORN-MN-2018-1",8,3,14,0,34,22,0,43,12,0,8,48,8,48
"6622","FREEBORN-MN-2018-10",4,4,10,0,74,44,0,68,30,0,6,112,6,112
"6623","FREEBORN-MN-2018-11",6,8,7,0,65,30,0,87,49,0,5,90,5,90
"6624","FREEBORN-MN-2018-12",12,7,8,0,47,42,0,76,22,0,6,83,6,83
"6625","FREEBORN-MN-2018-2",7,13,9,0,41,29,0,59,5,0,4,66,4,66
"6626","FREEBORN-MN-2018-3",14,8,12,0,45,36,0,52,23,0,2,76,2,76
"6627","FREEBORN-MN-2018-4",7,7,6,0,26,34,0,56,19,0,7,53,7,53
"6628","FREEBORN-MN-2018-5",20,22,22,0,83,71,0,117,48,0,10,142,10,142
"6629","FREEBORN-MN-2018-6",14,10,14,0,84,69,0,102,40,0,3,150,3,150
"6630","FREEBORN-MN-2018-7",12,13,15,0,69,52,0,85,20,0,6,115,6,115
"6631","FREEBORN-MN-2018-8",16,12,12,0,88,32,0,87,31,0,9,111,9,111
"6632","FREEBORN-MN-2018-9",11,10,14,0,43,49,0,103,34,0,6,86,6,86
"6633","FREESTONE-TX-2018-10",2,2,2,0,1,7,0,10,4,0,2,5,2,5
"6634","FREESTONE-TX-2018-11",2,1,0,0,4,5,0,12,4,0,1,8,1,8
"6635","FREESTONE-TX-2018-12",1,0,0,0,4,3,0,6,4,0,0,7,0,7
"6636","FREESTONE-TX-2018-5",0,0,0,0,3,10,0,10,2,0,0,13,0,13
"6637","FREESTONE-TX-2018-6",0,0,0,0,4,4,0,8,3,0,0,8,0,8
"6638","FREESTONE-TX-2018-7",2,2,1,0,11,7,0,12,15,0,3,15,3,15
"6639","FREESTONE-TX-2018-8",2,2,3,0,9,0,0,9,5,0,0,9,0,9
"6640","FREESTONE-TX-2018-9",1,1,1,0,4,4,1,13,6,0,1,7,1,7
"6641","FREMONT-CO-2018-1",34,32,55,0,105,96,0,158,66,21,19,181,19,181
"6642","FREMONT-CO-2018-10",15,12,27,0,81,68,2,95,49,58,10,141,10,141
"6643","FREMONT-CO-2018-11",23,16,30,0,73,83,0,113,46,54,10,146,10,146
"6644","FREMONT-CO-2018-12",24,20,23,0,89,76,0,123,72,44,12,153,12,153
"6645","FREMONT-CO-2018-2",24,22,34,0,87,75,0,104,64,28,10,152,10,152
"6646","FREMONT-CO-2018-3",18,18,36,0,89,82,0,108,56,27,8,163,8,163
"6647","FREMONT-CO-2018-4",21,14,29,0,111,78,0,126,54,23,27,162,27,162
"6648","FREMONT-CO-2018-5",39,41,54,0,146,104,1,196,64,21,23,228,23,228
"6649","FREMONT-CO-2018-6",36,37,41,0,115,124,0,194,42,62,13,226,13,226
"6650","FREMONT-CO-2018-7",31,23,34,0,102,81,1,130,48,11,11,171,11,171
"6651","FREMONT-CO-2018-8",28,27,43,0,119,82,0,129,55,2,1,200,1,200
"6652","FREMONT-CO-2018-9",49,45,52,8,123,110,3,171,54,16,11,225,11,225
"6653","FREMONT-IA-2018-1",5,4,5,0,91,25,0,95,47,0,1,115,1,115
"6654","FREMONT-IA-2018-10",0,0,0,0,0,2,0,0,4,0,0,2,0,2
"6655","FREMONT-IA-2018-11",0,0,0,0,0,9,0,4,11,0,0,9,0,9
"6656","FREMONT-IA-2018-12",0,0,0,0,2,2,0,1,2,2,0,4,0,4
"6657","FREMONT-IA-2018-2",5,5,6,0,14,10,0,23,13,0,1,23,1,23
"6658","FREMONT-IA-2018-3",3,2,2,0,4,1,0,17,4,0,0,5,0,5
"6659","FREMONT-IA-2018-4",9,8,9,0,6,6,0,17,7,0,2,10,2,10
"6660","FREMONT-IA-2018-5",2,2,2,0,5,2,0,16,7,0,0,7,0,7
"6661","FREMONT-IA-2018-6",3,2,2,0,6,6,0,17,3,1,2,10,2,10
"6662","FREMONT-IA-2018-7",4,4,4,0,5,1,0,14,7,0,0,6,0,6
"6663","FREMONT-IA-2018-8",8,7,1,0,2,19,0,25,1,0,8,13,8,13
"6664","FREMONT-IA-2018-9",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"6665","FREMONT-ID-2018-1",0,0,2,0,14,10,0,47,7,0,3,21,3,21
"6666","FREMONT-ID-2018-10",1,1,9,0,9,8,0,22,3,0,2,15,2,15
"6667","FREMONT-ID-2018-11",1,1,20,0,33,13,0,39,10,0,2,44,2,44
"6668","FREMONT-ID-2018-12",8,6,15,0,15,12,4,29,16,0,4,27,4,27
"6669","FREMONT-ID-2018-2",1,1,6,0,5,8,0,18,9,0,4,9,4,9
"6670","FREMONT-ID-2018-3",3,3,5,0,10,2,2,33,9,0,2,12,2,12
"6671","FREMONT-ID-2018-4",2,2,13,0,16,36,0,51,14,0,28,24,28,24
"6672","FREMONT-ID-2018-5",8,7,11,0,31,6,0,58,9,0,13,24,13,24
"6673","FREMONT-ID-2018-6",6,9,10,0,21,15,0,27,19,0,6,29,6,29
"6674","FREMONT-ID-2018-7",2,3,9,0,16,10,1,41,8,0,2,25,2,25
"6675","FREMONT-ID-2018-8",2,2,4,0,15,8,1,36,6,0,4,20,4,20
"6676","FREMONT-ID-2018-9",8,5,13,0,22,11,1,37,10,0,1,33,1,33
"6677","FRIO-TX-2018-10",4,1,2,0,10,12,0,7,4,0,1,21,1,21
"6678","FRIO-TX-2018-11",2,2,2,0,24,18,0,17,1,0,1,41,1,41
"6679","FRIO-TX-2018-12",1,0,2,0,20,16,0,22,3,0,0,36,0,36
"6680","FRIO-TX-2018-6",6,1,3,0,21,21,0,26,11,0,0,42,0,42
"6681","FRIO-TX-2018-7",10,8,16,0,20,19,0,36,10,0,0,39,0,39
"6682","FRIO-TX-2018-8",5,1,4,0,30,25,0,23,20,0,4,51,4,51
"6683","FRIO-TX-2018-9",4,1,9,0,24,21,0,23,10,0,3,42,3,42
"6684","FRONTIER-NB-2018-10",0,0,0,0,1,1,0,1,2,0,0,2,0,2
"6685","FRONTIER-NB-2018-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6686","FULTON-AR-2018-1",11,8,8,0,25,15,0,33,4,1,2,36,2,36
"6687","FULTON-AR-2018-10",6,7,5,0,21,12,0,23,9,1,2,31,2,31
"6688","FULTON-AR-2018-11",6,3,5,0,16,25,0,22,12,0,1,38,1,38
"6689","FULTON-AR-2018-12",3,4,14,0,31,14,0,28,13,1,3,40,3,40
"6690","FULTON-AR-2018-2",7,8,8,0,23,9,1,28,5,2,1,17,1,17
"6691","FULTON-AR-2018-3",10,14,14,0,17,35,1,38,20,6,11,40,11,40
"6692","FULTON-AR-2018-4",10,15,20,0,27,39,0,53,16,3,9,57,9,57
"6693","FULTON-AR-2018-5",1,1,4,0,24,26,2,31,21,4,0,40,0,40
"6694","FULTON-AR-2018-6",10,13,11,0,19,23,0,33,7,4,3,37,3,37
"6695","FULTON-AR-2018-7",6,6,15,0,19,15,2,20,18,3,1,32,1,32
"6696","FULTON-AR-2018-8",9,10,27,0,22,37,1,40,18,0,0,55,0,55
"6697","FULTON-AR-2018-9",4,11,7,0,27,24,0,24,6,1,2,45,2,45
"6698","FULTON-IN-2018-10",3,3,3,0,2,1,0,3,7,0,3,0,3,0
"6699","FULTON-IN-2018-12",0,0,0,0,0,0,0,11,5,0,0,0,0,0
"6700","FULTON-IN-2018-2",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6701","FULTON-IN-2018-3",0,0,0,0,0,1,0,20,10,0,0,1,0,1
"6702","FULTON-IN-2018-4",2,2,2,0,0,2,0,10,4,0,2,0,2,0
"6703","FULTON-IN-2018-5",0,0,0,0,0,0,0,6,5,0,0,0,0,0
"6704","FULTON-IN-2018-6",0,0,0,0,1,0,0,30,17,0,0,1,0,1
"6705","FULTON-IN-2018-7",1,1,1,0,0,1,0,4,1,0,0,1,0,1
"6706","FULTON-IN-2018-8",0,0,0,0,0,0,0,6,1,0,0,0,0,0
"6707","FULTON-IN-2018-9",0,0,0,0,0,0,0,2,1,0,0,0,0,0
"6708","FULTON-KY-2018-1",1,3,0,0,10,6,0,39,6,0,3,12,3,12
"6709","FULTON-KY-2018-10",1,1,0,0,6,5,0,19,11,0,0,11,0,11
"6710","FULTON-KY-2018-11",0,0,0,0,0,2,0,5,5,0,0,2,0,2
"6711","FULTON-KY-2018-12",3,6,3,0,40,6,0,64,14,0,0,45,0,45
"6712","FULTON-KY-2018-2",0,4,0,0,5,5,0,20,24,0,0,6,0,6
"6713","FULTON-KY-2018-3",1,4,1,0,10,7,0,24,13,0,1,15,1,15
"6714","FULTON-KY-2018-4",0,3,0,0,0,6,0,18,6,0,1,5,1,5
"6715","FULTON-KY-2018-5",0,6,1,0,8,2,4,14,14,0,1,9,1,9
"6716","FULTON-KY-2018-6",1,11,0,0,42,11,0,58,7,0,0,24,0,24
"6717","FULTON-KY-2018-7",2,5,0,0,2,9,0,14,4,0,1,9,1,9
"6718","FULTON-KY-2018-8",0,2,1,0,6,4,0,8,6,0,0,10,0,10
"6719","FULTON-KY-2018-9",2,3,3,0,9,11,0,10,11,0,1,19,1,19
"6720","FULTON-OH-2018-1",19,22,18,0,41,49,1,97,53,5,9,78,9,78
"6721","FULTON-OH-2018-10",7,19,12,0,59,45,0,74,34,6,9,95,9,95
"6722","FULTON-OH-2018-11",6,19,5,0,28,37,1,65,23,2,7,59,7,59
"6723","FULTON-OH-2018-12",7,23,11,0,38,34,3,62,44,2,6,69,6,69
"6724","FULTON-OH-2018-2",4,13,4,0,54,53,0,74,26,4,11,95,11,95
"6725","FULTON-OH-2018-3",4,21,3,0,35,40,0,81,25,4,8,67,8,67
"6726","FULTON-OH-2018-4",1,21,3,0,50,33,1,76,27,4,12,70,12,70
"6727","FULTON-OH-2018-5",8,21,10,0,52,57,1,86,37,7,14,91,14,91
"6728","FULTON-OH-2018-6",11,36,8,0,67,53,0,61,41,3,12,106,12,106
"6729","FULTON-OH-2018-7",6,20,5,0,49,39,2,59,23,7,17,71,17,71
"6730","FULTON-OH-2018-8",11,21,9,0,43,45,1,68,29,3,7,82,7,82
"6731","FULTON-OH-2018-9",7,20,9,0,48,40,1,62,26,2,12,75,12,75
"6732","FURNAS-NB-2018-1",0,0,1,0,5,1,0,4,6,0,0,6,0,6
"6733","FURNAS-NB-2018-10",0,0,1,0,2,0,0,5,6,0,0,2,0,2
"6734","FURNAS-NB-2018-11",2,5,2,0,4,4,0,7,2,0,0,8,0,8
"6735","FURNAS-NB-2018-12",11,10,11,0,5,11,0,16,7,0,8,8,8,8
"6736","FURNAS-NB-2018-2",0,0,0,0,8,2,0,6,0,0,5,5,5,5
"6737","FURNAS-NB-2018-3",0,0,1,0,2,1,0,4,0,0,0,3,0,3
"6738","FURNAS-NB-2018-4",2,1,2,0,1,7,0,13,0,0,1,7,1,7
"6739","FURNAS-NB-2018-5",3,2,4,0,6,4,0,4,1,0,0,10,0,10
"6740","FURNAS-NB-2018-6",2,0,1,0,3,2,0,3,1,0,0,5,0,5
"6741","FURNAS-NB-2018-7",1,3,3,0,7,4,0,21,16,0,1,10,1,10
"6742","FURNAS-NB-2018-8",26,24,36,0,57,14,0,65,3,0,1,70,1,70
"6743","FURNAS-NB-2018-9",0,0,0,0,1,1,0,7,0,0,1,1,1,1
"6744","GAGE-NB-2018-1",6,5,8,0,37,30,0,59,18,4,7,60,7,60
"6745","GAGE-NB-2018-10",10,9,15,0,34,33,0,73,29,7,9,57,9,57
"6746","GAGE-NB-2018-11",9,11,20,0,31,40,0,73,28,4,9,61,9,61
"6747","GAGE-NB-2018-12",7,6,13,0,16,34,0,68,17,2,6,44,6,44
"6748","GAGE-NB-2018-2",4,6,11,0,16,22,0,48,12,2,8,29,8,29
"6749","GAGE-NB-2018-3",11,11,17,0,77,43,0,129,51,8,15,98,15,98
"6750","GAGE-NB-2018-4",9,13,16,0,27,37,0,53,22,2,11,48,11,48
"6751","GAGE-NB-2018-5",7,5,10,0,41,28,0,71,38,2,6,63,6,63
"6752","GAGE-NB-2018-6",9,9,15,0,96,27,0,120,26,4,7,115,7,115
"6753","GAGE-NB-2018-7",17,16,19,0,37,31,0,95,32,5,7,60,7,60
"6754","GAGE-NB-2018-8",6,20,21,0,40,64,0,135,73,0,5,98,5,98
"6755","GAGE-NB-2018-9",6,6,11,0,30,24,0,55,26,3,5,48,5,48
"6756","GAINES-TX-2018-1",2,2,6,0,11,4,1,25,5,9,1,12,1,12
"6757","GAINES-TX-2018-10",7,4,6,0,14,7,0,30,6,4,4,17,4,17
"6758","GAINES-TX-2018-11",2,1,3,0,3,10,1,23,6,4,0,8,0,8
"6759","GAINES-TX-2018-12",4,6,6,0,15,13,4,33,10,9,5,21,5,21
"6760","GAINES-TX-2018-2",18,16,19,0,33,31,2,44,38,7,2,62,2,62
"6761","GAINES-TX-2018-3",7,7,9,0,12,9,2,24,11,6,2,16,2,16
"6762","GAINES-TX-2018-4",14,14,16,0,18,13,1,25,14,6,4,26,4,26
"6763","GAINES-TX-2018-5",8,9,7,0,10,9,0,17,9,9,3,16,3,16
"6764","GAINES-TX-2018-6",18,18,23,0,25,9,6,50,15,8,1,31,1,31
"6765","GAINES-TX-2018-7",2,2,2,0,9,9,0,21,3,7,0,16,0,16
"6766","GAINES-TX-2018-8",3,4,6,0,13,17,6,40,23,2,2,28,2,28
"6767","GAINES-TX-2018-9",6,7,6,0,11,15,1,26,17,3,4,22,4,22
"6768","GALAX CITY-VA-2018-1",8,4,21,0,29,37,0,77,36,0,5,51,5,51
"6769","GALAX CITY-VA-2018-10",8,6,9,0,19,19,0,51,35,0,3,31,3,31
"6770","GALAX CITY-VA-2018-11",7,16,7,0,38,31,0,65,34,4,2,62,2,62
"6771","GALAX CITY-VA-2018-12",6,5,10,0,8,12,0,44,33,0,2,16,2,16
"6772","GALAX CITY-VA-2018-2",5,6,11,0,21,20,0,53,24,0,3,38,3,38
"6773","GALAX CITY-VA-2018-3",9,9,18,0,20,36,0,51,33,0,9,45,9,45
"6774","GALAX CITY-VA-2018-4",4,2,7,0,19,16,1,33,19,0,1,28,1,28
"6775","GALAX CITY-VA-2018-5",6,5,11,0,16,13,0,40,19,0,6,21,6,21
"6776","GALAX CITY-VA-2018-6",3,3,12,0,13,31,0,52,22,0,3,24,3,24
"6777","GALAX CITY-VA-2018-7",4,6,8,0,15,28,0,40,22,0,5,36,5,36
"6778","GALAX CITY-VA-2018-8",3,1,3,0,7,10,0,19,10,0,1,15,1,15
"6779","GALAX CITY-VA-2018-9",6,4,11,0,14,26,0,73,32,0,2,34,2,34
"6780","GALLATIN-KY-2018-1",0,0,0,0,4,3,0,8,5,0,0,7,0,7
"6781","GALLATIN-KY-2018-10",2,2,2,0,8,2,0,30,2,0,1,3,1,3
"6782","GALLATIN-KY-2018-11",0,0,1,0,3,7,0,5,3,0,0,10,0,10
"6783","GALLATIN-KY-2018-12",1,0,1,0,10,3,0,13,1,0,0,13,0,13
"6784","GALLATIN-KY-2018-2",0,0,0,0,2,2,0,9,1,0,0,4,0,4
"6785","GALLATIN-KY-2018-3",0,0,0,0,1,1,0,7,0,0,0,2,0,2
"6786","GALLATIN-KY-2018-4",1,1,1,0,6,1,0,1,1,0,0,7,0,7
"6787","GALLATIN-KY-2018-5",0,3,39,0,53,7,0,45,9,0,16,42,16,42
"6788","GALLATIN-KY-2018-6",1,3,0,0,8,4,3,15,0,0,1,10,1,10
"6789","GALLATIN-KY-2018-7",0,0,2,0,7,3,0,4,1,0,0,10,0,10
"6790","GALLATIN-KY-2018-8",9,17,8,0,27,10,0,3,34,0,0,28,0,28
"6791","GALLATIN-KY-2018-9",15,25,13,0,48,4,10,41,35,0,1,50,1,50
"6792","GALLATIN-MT-2018-1",52,44,60,0,148,135,1,280,66,12,21,248,21,248
"6793","GALLATIN-MT-2018-10",38,42,55,0,144,120,7,230,59,18,26,224,26,224
"6794","GALLATIN-MT-2018-11",44,43,64,0,114,110,7,168,60,1,24,201,24,201
"6795","GALLATIN-MT-2018-12",49,48,56,0,128,137,3,212,95,4,40,224,40,224
"6796","GALLATIN-MT-2018-2",45,37,37,0,95,101,2,150,53,13,24,163,24,163
"6797","GALLATIN-MT-2018-3",28,26,29,0,144,128,2,214,85,17,7,261,7,261
"6798","GALLATIN-MT-2018-4",74,66,88,0,155,147,14,263,76,33,32,260,32,260
"6799","GALLATIN-MT-2018-5",49,46,59,0,148,124,22,225,76,13,21,248,21,248
"6800","GALLATIN-MT-2018-6",51,47,64,0,133,118,7,205,88,17,18,224,18,224
"6801","GALLATIN-MT-2018-7",47,46,65,0,163,147,8,187,76,26,15,285,15,285
"6802","GALLATIN-MT-2018-8",71,60,77,0,183,163,1,231,100,11,34,305,34,305
"6803","GALLATIN-MT-2018-9",48,49,76,0,194,154,1,288,81,28,23,317,23,317
"6804","GALLIA-OH-2018-1",8,30,7,0,45,51,3,72,29,10,3,96,3,96
"6805","GALLIA-OH-2018-10",5,17,6,0,60,41,6,91,53,13,6,101,6,101
"6806","GALLIA-OH-2018-11",10,35,11,0,66,49,4,94,32,13,4,115,4,115
"6807","GALLIA-OH-2018-12",9,33,8,0,33,66,1,90,31,11,5,95,5,95
"6808","GALLIA-OH-2018-2",6,36,16,0,47,51,3,84,31,5,10,91,10,91
"6809","GALLIA-OH-2018-3",4,22,10,0,55,36,1,62,17,5,3,89,3,89
"6810","GALLIA-OH-2018-4",9,40,11,0,55,57,9,105,50,6,5,115,5,115
"6811","GALLIA-OH-2018-5",19,57,34,0,103,86,7,156,41,10,10,186,10,186
"6812","GALLIA-OH-2018-6",13,40,28,0,69,78,8,104,69,9,8,146,8,146
"6813","GALLIA-OH-2018-7",13,27,14,0,71,72,5,81,61,11,15,133,15,133
"6814","GALLIA-OH-2018-8",14,47,19,0,79,83,8,141,51,14,17,153,17,153
"6815","GALLIA-OH-2018-9",8,22,8,0,65,36,3,116,41,10,3,101,3,101
"6816","GARFIELD-CO-2018-1",30,22,32,0,106,115,0,196,73,45,33,188,33,188
"6817","GARFIELD-CO-2018-10",41,36,37,0,104,178,4,248,131,59,16,270,16,270
"6818","GARFIELD-CO-2018-11",41,36,52,0,120,107,0,254,68,57,15,212,15,212
"6819","GARFIELD-CO-2018-12",56,49,49,0,134,96,0,249,63,33,18,211,18,211
"6820","GARFIELD-CO-2018-2",17,12,24,1,142,75,0,247,101,46,8,209,8,209
"6821","GARFIELD-CO-2018-3",33,22,33,0,108,133,0,197,101,56,17,224,17,224
"6822","GARFIELD-CO-2018-4",23,19,17,1,72,134,3,213,68,33,20,188,20,188
"6823","GARFIELD-CO-2018-5",48,38,48,0,108,117,0,181,92,65,17,205,17,205
"6824","GARFIELD-CO-2018-6",53,52,70,0,168,110,0,194,71,61,15,263,15,263
"6825","GARFIELD-CO-2018-7",52,36,38,0,131,127,2,206,83,66,13,247,13,247
"6826","GARFIELD-CO-2018-8",56,41,60,3,132,135,1,198,62,70,22,246,22,246
"6827","GARFIELD-CO-2018-9",58,38,59,0,116,110,1,165,67,44,28,199,28,199
"6828","GARFIELD-MT-2018-1",0,1,0,0,1,0,0,0,1,0,0,1,0,1
"6829","GARFIELD-MT-2018-5",0,0,0,0,1,0,0,0,0,1,0,1,0,1
"6830","GARFIELD-NB-2018-10",0,2,0,0,5,3,0,5,2,0,0,8,0,8
"6831","GARFIELD-NB-2018-11",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"6832","GARFIELD-NB-2018-7",1,1,1,0,1,2,0,2,0,0,0,3,0,3
"6833","GARFIELD-NB-2018-8",0,0,0,0,2,0,0,0,0,0,0,2,0,2
"6834","GARFIELD-NB-2018-9",1,1,1,0,0,2,0,0,0,0,1,1,1,1
"6835","GARFIELD-OK-2018-1",3,5,6,0,22,12,7,36,4,1,9,32,9,32
"6836","GARFIELD-OK-2018-10",6,8,18,0,18,32,2,44,19,10,5,47,5,47
"6837","GARFIELD-OK-2018-11",1,1,3,0,30,8,0,41,13,10,0,38,0,38
"6838","GARFIELD-OK-2018-12",4,6,2,0,22,18,3,31,7,17,2,41,2,41
"6839","GARFIELD-OK-2018-2",3,5,8,0,16,17,15,32,12,0,4,44,4,44
"6840","GARFIELD-OK-2018-3",2,4,8,0,24,10,3,37,9,1,0,37,0,37
"6841","GARFIELD-OK-2018-4",5,4,10,0,23,9,3,37,11,0,0,35,0,35
"6842","GARFIELD-OK-2018-5",4,5,10,0,11,2,4,18,2,0,1,16,1,16
"6843","GARFIELD-OK-2018-6",5,7,7,0,9,15,3,20,4,4,3,24,3,24
"6844","GARFIELD-OK-2018-7",5,6,4,0,18,8,0,21,11,2,0,26,0,26
"6845","GARFIELD-OK-2018-8",2,3,7,0,32,13,11,71,14,6,2,54,2,54
"6846","GARFIELD-OK-2018-9",2,5,4,0,21,8,0,22,6,13,2,27,2,27
"6847","GARFIELD-WA-2018-1",0,1,1,0,9,5,0,6,2,0,1,13,1,13
"6848","GARFIELD-WA-2018-10",4,6,6,0,29,5,0,37,6,5,3,31,3,31
"6849","GARFIELD-WA-2018-11",0,2,0,0,8,1,1,6,3,3,1,9,1,9
"6850","GARFIELD-WA-2018-12",2,2,2,0,0,5,0,4,0,2,2,3,2,3
"6851","GARFIELD-WA-2018-2",1,2,1,0,5,4,0,5,2,0,1,8,1,8
"6852","GARFIELD-WA-2018-3",0,1,0,0,1,2,0,6,0,0,0,3,0,3
"6853","GARFIELD-WA-2018-4",2,5,1,0,4,9,0,11,6,0,3,10,3,10
"6854","GARFIELD-WA-2018-5",3,6,4,0,7,4,1,4,8,0,0,12,0,12
"6855","GARFIELD-WA-2018-6",3,4,4,0,3,4,1,7,3,2,2,6,2,6
"6856","GARFIELD-WA-2018-7",0,7,1,0,4,7,0,9,7,1,3,8,3,8
"6857","GARFIELD-WA-2018-8",0,3,1,0,4,1,0,10,0,1,0,5,0,5
"6858","GARFIELD-WA-2018-9",3,3,3,0,0,3,2,5,0,4,1,4,1,4
"6859","GARLAND-AR-2018-1",55,113,67,0,236,276,6,328,157,96,30,486,30,486
"6860","GARLAND-AR-2018-10",48,78,62,0,251,244,1,263,150,112,23,471,23,471
"6861","GARLAND-AR-2018-11",57,90,73,0,283,266,0,294,128,136,42,505,42,505
"6862","GARLAND-AR-2018-12",48,73,49,0,225,238,0,229,121,130,22,439,22,439
"6863","GARLAND-AR-2018-2",53,87,63,0,221,260,1,315,158,86,20,461,20,461
"6864","GARLAND-AR-2018-3",69,114,72,0,282,298,0,372,108,110,22,555,22,555
"6865","GARLAND-AR-2018-4",89,109,101,0,289,323,4,355,142,131,57,555,57,555
"6866","GARLAND-AR-2018-5",82,137,92,0,302,280,0,367,173,114,29,551,29,551
"6867","GARLAND-AR-2018-6",58,83,62,0,291,238,3,334,182,93,14,513,14,513
"6868","GARLAND-AR-2018-7",78,122,106,0,321,362,5,352,164,132,66,613,66,613
"6869","GARLAND-AR-2018-8",56,109,58,0,302,362,3,302,183,128,21,640,21,640
"6870","GARLAND-AR-2018-9",58,106,69,0,279,256,1,263,137,103,41,493,41,493
"6871","GARRARD-KY-2018-1",0,0,1,0,8,3,0,6,5,0,0,11,0,11
"6872","GARRARD-KY-2018-10",0,5,0,0,18,9,0,19,18,0,0,19,0,19
"6873","GARRARD-KY-2018-11",6,10,5,0,29,20,0,41,21,0,6,43,6,43
