"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2020,12,160132757,32957288
2020,12,160132815,32955919
2020,12,160128239,32955921
2020,12,160132874,32957302
2020,3,160132936,32957312
2020,12,160133041,32957333
2020,12,160128415,32955947
2020,20,160128519,32955958
2020,12,160133206,32957367
2020,12,160128678,32955988
2020,9,160133321,32957385
2020,9,160133333,32957390
2020,12,160133441,32957405
2020,9,160129139,32956087
2020,5,160129137,32956086
2020,5,160129134,32956084
2020,3,160133699,32956093
2020,3,160129183,32956092
2020,9,160133705,32957500
2020,4,160129194,32957502
2020,12,160133751,32957514
2020,12,160133917,32957548
2020,18,160134039,32957575
2020,9,160134262,32956203
2020,10,160129909,32957608
2020,20,160134303,32956214
2020,12,160130018,32956224
2020,3,160134891,32957693
2020,20,160130767,32957713
2020,12,160135034,32957721
2020,17,160130891,32957726
2020,12,160135191,32957741
2020,11,160131016,32956366
2020,3,160131162,32956400
2020,3,160136218,32956408
2020,12,160136250,32956419
2020,12,160119405,32955176
2020,17,160119435,32955187
2020,19,160119554,32955218
2020,12,160124773,32951688
2020,3,160120043,32955289
2020,3,160124955,32951722
2020,2,160125050,32951738
2020,12,160125138,32955336
2020,9,160125147,32951755
2020,18,160120327,32951761
2020,12,160120481,32955384
2020,12,160125470,32955416
2020,12,160125736,32956889
2020,12,160120986,32956909
2020,3,160126468,32955581
2020,18,160126512,32956989
2020,12,160131542,32955645
2020,12,160131601,32955655
2020,9,160126813,32955658
2020,18,160126813,32955657
2020,12,160131947,32955749
2020,12,160127441,32955792
2020,12,160132582,32957237
2020,12,160128295,32955924
2020,20,160133029,32957331
2020,20,160133096,32957342
2020,18,160133894,32956139
2020,12,160129991,32956221
2020,12,160134864,32957690
2020,3,160131114,32956390
2020,2,160136274,32956422
2020,12,160124021,32951571
2020,12,160119395,32951598
2020,12,160124172,32951602
2020,18,160119979,32951708
2020,5,160124876,32955267
2020,2,160120406,32955362
2020,3,160125286,32955375
2020,20,160125688,32956872
2020,20,160131308,32956980
2020,9,160131331,32956990
2020,12,160126894,32955674
2020,12,160127250,32955751
2020,12,160132020,32955759
2020,18,160127409,32957159
2020,12,160127468,32955800
2020,4,160132352,32955828
2020,12,160128084,32957272
2020,12,160132693,32957271
2020,12,160128087,32955889
2020,3,160128102,32955891
2020,18,160128665,32955987
2020,3,160128743,32955996
2020,20,160128867,32956016
2020,9,160133472,32957417
2020,12,160133737,32957509
2020,12,160133750,32957513
2020,12,160134418,32957627
2020,9,160135105,32957730
2020,9,160135104,32957729
2020,12,161116241,33191571
2020,2,161112807,33197235
2020,12,161116304,33191580
2020,12,161112997,33197285
2020,12,161113143,33197321
2020,10,161113162,33197327
2020,12,161113189,33197334
2020,12,161113258,33197344
2020,3,161116568,33191651
2020,12,161113812,33197461
2020,12,161116912,33197516
2020,18,161116965,33197531
2020,4,161114193,33197532
2020,12,161117636,33201917
2020,5,161121358,33197991
2020,19,161117695,33198007
2020,12,161121497,33201943
2020,12,161122359,33198163
2020,18,161122510,33202016
2020,12,160119811,32955240
2020,12,160120431,32955368
2020,12,160120568,32956811
2020,2,160120588,32955410
2020,9,160126015,32956926
2020,12,160131397,32955613
2020,12,160126589,32955618
2020,12,160131524,32955634
2020,12,160131989,32957138
2020,12,160132200,32957180
2020,12,160132337,32957200
2020,19,160132541,32957232
2020,12,160132636,32957252
2020,12,160132691,32957270
2020,12,160128358,32957321
2020,3,160128418,32955948
2020,20,160133265,32955994
2020,20,160129323,32956129
2020,20,160129325,32956130
2020,12,160129890,32956210
2020,12,160134308,32957613
2020,9,160130370,32956270
2020,12,160130397,32957672
2020,12,160134856,32956301
2020,18,160124781,32951691
2020,12,160119944,32951702
2020,4,160125136,32951756
2020,12,160125167,32951758
2020,12,160125370,32955392
2020,18,160120554,32955401
2020,12,160125417,32956814
2020,20,160132174,32957171
2020,3,160132343,32957201
2020,18,160127976,32955866
2020,3,160128321,32955931
2020,18,160129720,32956180
2020,18,160134176,32956182
2020,12,160134363,32957619
2020,4,160130345,32957665
2020,20,160134736,32956278
2020,11,160130981,32956360
2020,19,160131026,32956370
2020,3,161112721,33197223
2020,3,161112992,33197283
2020,12,161113369,33197368
2020,4,161116599,33197385
2020,3,161113473,33191668
2020,12,161116847,33191729
2020,18,161116863,33197495
2020,12,161116909,33191741
2020,18,161116930,33197526
2020,12,161116017,33197913
2020,9,161117543,33201878
2020,12,161116122,33197936
2020,20,161118444,33202062
2020,19,161122909,33202095
2020,12,161118553,33202099
2020,12,161122969,33202103
2020,12,161122993,33198387
2020,12,161118745,33198434
2020,12,161118904,33202204
2020,12,161118941,33202207
2020,12,161123425,33198493
2020,20,161119028,33202220
2020,2,161119075,33202231
2020,10,161123585,33198519
2020,12,161123585,33198518
2020,10,161119106,33202243
2020,3,161119135,33202249
2020,3,161119140,33198544
2020,12,161123662,33198545
2020,12,161119151,33202253
2020,12,161123680,33198551
2020,12,161119171,33202261
2020,9,161119179,33202264
2020,3,161119207,33202270
2020,3,161119209,33202271
2020,12,161119213,33202272
2020,2,161119287,33202294
2020,2,161123819,33198600
2020,12,161119292,33202296
2020,12,161119310,33202303
2020,12,161119314,33202306
2020,12,161119317,33198620
2020,9,161119321,33202307
2020,18,161119338,33202310
2020,12,161119339,33202311
2020,12,161119347,33202314
2020,10,161123889,33202315
2020,12,161123889,33198623
2020,18,161123894,33198625
2020,10,161123895,33198626
2020,12,161119352,33202317
2020,12,161119353,33202318
2020,12,161123962,33198655
2020,18,161119427,33202336
2020,18,161119428,33202337
2020,18,161124017,33198677
2020,12,161124014,33198676
2020,10,161119497,33202353
2020,12,161119504,33202355
2020,3,161119507,33202356
2020,9,161119511,33202357
2020,3,161119558,33202365
2020,3,161119557,33202364
2020,3,161119572,33202370
2020,18,161119578,33202371
2020,12,161124122,33198704
2020,3,161124134,33198706
2020,3,161119620,33198707
2020,12,161124182,33198712
2020,9,161124265,33198729
2020,12,161124280,33202391
2020,12,161124299,33198737
2020,12,161119788,33198749
2020,2,161119896,33202419
2020,2,161119897,33202420
2020,10,161119933,33202422
2020,3,161120103,33202441
2020,12,161124910,33198853
2020,12,161120407,33202489
2020,3,161125264,33202494
2020,12,161125365,33198911
2020,19,161120569,33198927
2020,12,161125682,33198969
2020,18,161120999,33202590
2020,18,161121039,33199031
2020,9,161121061,33199037
2020,12,161126240,33199053
2020,18,161126419,33199087
2020,2,161131357,33202654
2020,9,161131551,33199153
2020,12,161131673,33199178
2020,18,161131699,33202717
2020,12,161127078,33202721
2020,12,161127243,33199212
2020,12,161131970,33199256
2020,19,161132141,33202795
2020,19,161127735,33199292
2020,12,161127841,33202809
2020,12,161132377,33199324
2020,12,161128086,33202836
2020,12,161128258,33202851
2020,12,161132674,33199380
2020,12,161132687,33202867
2020,12,161128696,33199414
2020,3,161129197,33199479
2020,2,161129276,33199493
2020,12,161133549,33199536
2020,12,161129730,33203028
2020,12,161129816,33203034
2020,9,161129816,33199560
2020,12,161133746,33199577
2020,2,161129942,33199583
2020,2,161129938,33199582
2020,12,161130063,33199617
2020,18,161130063,33199615
2020,12,161130143,33199627
2020,12,161130548,33199675
2020,12,161134209,33203126
2020,12,161131044,33199747
2020,9,161131119,33199765
2020,12,161136203,33199778
2020,12,161136470,33199826
2020,12,161136489,33199832
2020,12,161136553,33199851
2020,12,161136625,33203247
2020,9,161134971,33203273
2020,12,161136936,33203278
2020,12,161112945,33197270
2020,2,161113427,33191662
2020,3,161113592,33197421
2020,18,161116860,33191734
2020,12,161116860,33191724
2020,12,161114304,33201763
2020,12,161115609,33197811
2020,3,161117314,33201812
2020,20,161116639,33191670
2020,12,161113518,33197407
2020,12,161115195,33197738
2020,12,161115385,33197770
2020,12,161115612,33197814
2020,3,161121578,33198038
2020,12,161117855,33201962
2020,9,161122319,33198153
2020,9,161118190,33201999
2020,3,161118277,33202008
2020,18,161122552,33198189
2020,3,161122612,33202023
2020,12,161133266,33199487
2020,3,161133276,33202987
2020,12,161133367,33202997
2020,3,161133407,33203000
2020,12,161129541,33203015
2020,12,161129655,33199542
2020,12,161129657,33199543
2020,12,161130055,33199611
2020,12,161133857,33199623
2020,12,161133996,33203095
2020,12,161133995,33203094
2020,12,161134149,33203117
2020,12,161134213,33203130
2020,12,161134214,33203131
2020,12,161130912,33199728
2020,12,161134445,33203168
2020,12,161134485,33199750
2020,12,161131116,33199762
2020,20,161136200,33203194
2020,11,161134727,33199824
2020,12,161136691,33199873
2020,2,161136777,33203267
2020,12,161136839,33199897
2020,12,161370467,33252776
2020,3,160118909,32955065
2020,9,160118909,32951518
2020,12,160119196,32955127
2020,10,160124388,32951639
2020,18,160124388,32951638
2020,3,160124867,32951705
2020,20,160120307,32955342
2020,12,160120353,32955351
2020,18,160126063,32955532
2020,11,160126324,32955548
2020,10,160131176,32956956
2020,12,160131303,32955584
2020,12,160126507,32955593
2020,19,160131398,32957010
2020,12,160131493,32957023
2020,3,160131599,32955654
2020,12,160131611,32957046
2020,12,160126817,32957052
2020,9,160131769,32957082
2020,12,160127024,32955699
2020,12,160131782,32957083
2020,20,160127327,32955763
2020,3,160132469,32955847
2020,12,160132616,32957245
2020,19,160132621,32957246
2020,12,160128325,32957314
2020,12,160128390,32957329
2020,11,160133081,32955950
2020,11,160128463,32955951
2020,18,160133226,32957372
2020,9,160133330,32957387
2020,12,160128864,32956014
2020,12,160133455,32957409
2020,18,160133513,32957428
2020,20,160129058,32957439
2020,3,160133593,32957446
2020,19,160133998,32957567
2020,9,160134157,32957588
2020,18,160130366,32957671
2020,3,160130667,32956309
2020,12,160130921,32957733
2020,12,160130969,32957737
2020,12,160131037,32956374
2020,3,160135270,32957757
2020,3,160135433,32956436
2020,3,159338975,32716935
2020,4,159339436,32715354
2020,3,159339719,32715399
2020,12,159340011,32717160
2020,12,159340086,32717184
2020,12,159340151,32717200
2020,12,159342174,32715465
2020,12,159340239,32715477
2020,2,159340409,32715516
2020,19,159343047,32715646
2020,18,159346895,32715764
2020,12,159346895,32715763
2020,12,159343835,32715811
2020,12,159347872,32717724
2020,20,159344768,32716023
2020,12,159344787,32716030
2020,18,159348398,32716044
2020,20,159348804,32716097
2020,12,159349299,32717995
2020,20,159350067,32718088
2020,12,159350112,32718096
2020,20,159351849,32716364
2020,12,159356794,32718312
2020,11,159353098,32718409
2020,20,159353289,32716596
2020,20,159353330,32718458
2020,12,159357954,32716635
2020,18,159354099,32718597
2020,18,159358686,32716741
2020,12,159338178,32716792
2020,18,159335447,32715100
2020,18,159335446,32715099
2020,3,159335603,32716813
2020,10,159338357,32716842
2020,12,159335749,32715179
2020,12,159338422,32716853
2020,18,159335818,32716860
2020,12,159338719,32716899
2020,18,159338866,32716923
2020,3,159341281,32715280
2020,3,159339126,32715292
2020,20,159339131,32715294
2020,12,159341423,32715312
2020,18,159339363,32715340
2020,14,159339462,32717030
2020,12,159341798,32715380
2020,3,159341803,32717064
2020,3,159339715,32717091
2020,9,159339721,32717094
2020,12,159340009,32715435
2020,18,159340072,32717178
2020,12,159340295,32717228
2020,2,159342424,32717263
2020,2,159340470,32715526
2020,18,159340516,32717269
2020,6,159346329,32715669
2020,12,159346658,32717485
2020,3,159346752,32717503
2020,12,159346929,32717531
2020,12,159347146,32717570
2020,3,159343783,32717569
2020,5,159343783,32715801
2020,12,159344131,32715883
2020,19,159347557,32717668
2020,12,159344413,32715944
2020,17,159348033,32717762
2020,12,159344588,32715978
2020,12,159344661,32717816
2020,9,159348463,32717870
2020,12,159348921,32716113
2020,3,159349561,32718033
2020,12,159345884,32716218
2020,18,159351245,32716277
2020,18,159351808,32716358
2020,12,159353561,32718502
2020,12,159358207,32718536
2020,20,159358288,32718547
2020,19,159358739,32718607
2020,12,159354308,32718670
2020,12,159354338,32721776
2020,12,159359118,32721781
2020,12,159359135,32721788
2020,17,159359285,32718701
2020,12,159354682,32721879
2020,12,159359497,32718786
2020,12,159354825,32718819
2020,12,159354844,32718827
2020,12,159335341,32711745
2020,12,159335465,32716770
2020,12,159335510,32715120
2020,3,159335605,32716814
2020,12,159338245,32716815
2020,12,159338367,32716844
2020,3,159338998,32716940
2020,12,159341375,32715300
2020,12,159339510,32717041
2020,12,159342253,32715483
2020,12,159342422,32715521
2020,5,159342551,32717276
2020,19,159343137,32715668
2020,12,159347394,32717621
2020,3,159347690,32717683
2020,20,159348479,32717872
2020,9,159348548,32717883
2020,12,159345439,32716141
2020,20,159349872,32716235
2020,12,159351288,32716285
2020,3,159351509,32718155
2020,9,159350975,32716355
2020,18,159352587,32716479
2020,12,159356988,32718350
2020,20,159356991,32716513
2020,3,159357103,32718367
2020,3,159353687,32716679
2020,19,159354072,32716734
2020,12,159354094,32716740
2020,12,159354130,32716746
2020,12,159358735,32718606
2020,12,159335647,32715150
2020,12,159338550,32716874
2020,4,159339585,32715379
2020,3,159339585,32715378
2020,12,159339639,32717080
2020,12,159339762,32717104
2020,18,159340135,32717193
2020,12,159340203,32715467
2020,12,159342304,32717233
2020,9,159342589,32715553
2020,12,159342590,32717285
2020,3,159343006,32715636
2020,12,159343188,32715678
2020,12,159343460,32715739
2020,3,159347240,32717587
2020,2,159347431,32717627
2020,12,159344616,32715986
2020,19,159348204,32715997
2020,12,159348266,32717841
2020,20,159348555,32717886
2020,18,159348936,32717946
2020,20,159351257,32716282
2020,12,159351315,32716289
2020,20,159351667,32718175
2020,3,159357987,32716639
2020,12,159353591,32716653
2020,3,159358071,32718511
2020,12,159353681,32716676
2020,20,159358180,32718531
2020,20,159353719,32716689
2020,18,159353819,32716700
2020,12,159341335,32716961
2020,4,159335484,32715113
2020,12,159338827,32715243
2020,12,159339346,32715338
2020,3,159339383,32717020
2020,3,159339619,32717074
2020,12,159340045,32717171
2020,12,159340065,32717177
2020,18,159340098,32717186
2020,9,159340313,32717232
2020,10,159340337,32717239
2020,3,159347682,32717680
2020,18,159349322,32718000
2020,12,159349525,32716193
2020,12,159350076,32718089
2020,12,159351277,32716283
2020,20,159351094,32716374
2020,12,159352348,32716448
2020,12,159352541,32716477
2020,20,159357840,32718470
2020,3,159353458,32716620
2020,12,159358179,32718530
2020,4,159353843,32716702
2020,9,159358524,32716725
2020,9,159358525,32716726
2020,12,162036513,33437014
2020,18,162036692,33436501
2020,4,162036789,33436514
2020,19,162036117,33437165
2020,19,162036147,33437174
2020,12,162037208,33437176
2020,10,162041867,33437340
2020,18,162043357,33441961
2020,12,162043770,33437669
2020,10,162040606,33437893
2020,12,162046653,33438094
2020,3,160119036,32951542
2020,12,160124292,32951626
2020,12,160119529,32951629
2020,12,160126066,32956935
2020,12,160126310,32955545
2020,12,160126583,32957014
2020,3,160127193,32957118
2020,10,160127347,32957148
2020,12,160127347,32955769
2020,3,160132067,32955779
2020,18,160132951,32957317
2020,12,160128499,32957347
2020,12,160129009,32956042
2020,20,160130056,32957629
2020,12,160134735,32957676
2020,3,160130446,32956284
2020,12,160134977,32956322
2020,2,160125237,32956776
2020,5,160125457,32956823
2020,12,160120653,32955421
2020,19,160120753,32955451
2020,18,160120846,32956879
2020,10,160120861,32955472
2020,9,160132411,32955836
2020,11,160132682,32957268
2020,18,160133184,32957361
2020,12,160129033,32957434
2020,20,160129359,32956135
2020,20,160130771,32957714
2020,20,160130992,32956362
2020,2,160131052,32956381
2020,12,160131050,32956380
2020,12,160135396,32957780
2020,12,162036156,33437177
2020,4,162042568,33437447
2020,18,162043741,33442020
2020,12,153357738,30913469
2020,12,153362765,30918067
2020,18,153362919,30913487
2020,12,153357938,30913496
2020,12,153363230,30913525
2020,12,153358259,30913553
2020,12,153363494,30918169
2020,18,153358366,30918174
2020,17,153358418,30913579
2020,12,153363592,30918183
2020,12,153363598,30918184
2020,3,153363616,30918186
2020,12,153358438,30913582
2020,9,153358467,30913589
2020,9,153363775,30918219
2020,12,153358765,30913656
2020,12,153363997,30918295
2020,12,153358818,30913666
2020,10,153358857,30918322
2020,17,153364553,30918415
2020,18,153359312,30913752
2020,12,153364812,30918470
2020,12,153364775,30918460
2020,18,157059342,32031395
2020,3,157059364,32036069
2020,3,157064172,32031400
2020,12,157059462,32031418
2020,12,157064264,32031420
2020,3,157059491,32031432
2020,18,157059530,32036115
2020,3,157064379,32036121
2020,3,157064388,32031458
2020,3,157064565,32031492
2020,4,157064565,32031493
2020,20,157064591,32031500
2020,12,157059809,32036162
2020,3,157059878,32031565
2020,3,157064949,32031564
2020,12,157059918,32036181
2020,18,157065049,32031601
2020,12,157065101,32036187
2020,10,157065404,32031643
2020,12,157060328,32031711
2020,12,157065742,32036251
2020,11,157065755,32031717
2020,9,157065756,32036254
2020,12,157060427,32031738
2020,18,157065912,32031747
2020,12,157060552,32036285
2020,3,157060593,32036800
2020,12,157066411,32036870
2020,10,157066733,32036361
2020,10,157060917,32036360
2020,12,157061125,32036401
2020,2,157071845,32036566
2020,3,157068261,32037251
2020,18,157072078,32036607
2020,12,157068430,32037278
2020,12,157072190,32036633
2020,12,157072280,32037328
2020,12,157072409,32036687
2020,12,157072420,32036689
2020,12,157068974,32037379
2020,12,157069014,32037389
2020,12,157069078,32037397
2020,20,157069158,32037413
2020,9,157069160,32037414
2020,9,157072654,32036725
2020,3,157069215,32037432
2020,12,157069228,32037435
2020,18,157069246,32037440
2020,20,157072690,32036734
2020,12,157072748,32036745
2020,12,157069597,32037504
2020,10,157072960,32037507
2020,5,153588246,30964174
2020,18,153588625,30967432
2020,12,153588644,30967441
2020,18,153588948,30967572
2020,12,153589273,30964374
2020,9,153589474,30964414
2020,9,153589478,30964416
2020,18,153589733,30964464
2020,18,153593441,30967748
2020,12,153594057,30967847
2020,5,153590303,30964562
2020,3,153591160,30968034
2020,3,153596264,30964720
2020,17,153595376,30968071
2020,12,153595586,30968101
2020,18,153601678,30968326
2020,12,153601723,30968335
2020,12,153601737,30968337
2020,12,153597840,30964963
2020,3,153598085,30965001
2020,3,153598453,30968487
2020,18,153598904,30965136
2020,18,153598912,30965137
2020,12,153599726,30968689
2020,10,153599726,30968688
2020,12,153600034,30965308
2020,20,153604643,30968816
2020,20,153604894,30968868
2020,20,153611284,30965678
2020,3,153609037,30966002
2020,12,153609093,30966019
2020,12,153612971,30969363
2020,18,153613413,30969412
2020,12,153610065,30966156
2020,14,155393665,31541727
2020,12,155405669,31533517
2020,12,155405740,31541767
2020,12,155394107,31533598
2020,12,155394652,31533704
2020,19,155406503,31533721
2020,12,155394917,31541912
2020,3,155395337,31533804
2020,12,155395330,31533803
2020,12,155395516,31533843
2020,18,155395812,31542025
2020,10,155395824,31533917
2020,18,155407442,31533918
2020,10,155407508,31542047
2020,12,155395900,31542045
2020,2,155395940,31533936
2020,20,155407554,31542052
2020,3,155407679,31533954
2020,9,155407669,31542076
2020,18,155407711,31542086
2020,12,155411521,31534035
2020,12,155408246,31542180
2020,12,155408286,31542184
2020,20,155411799,31542191
2020,12,155412165,31534137
2020,12,155408844,31542272
2020,3,155408890,31542280
2020,12,155409004,31542301
2020,19,155412656,31534222
2020,12,155412749,31542315
2020,12,155413042,31534284
2020,18,155409742,31534363
2020,12,155413813,31534397
2020,12,155409978,31534407
2020,12,155410007,31542470
2020,12,155413891,31534416
2020,12,155414574,31534521
2020,12,155414797,31542586
2020,3,155410712,31542606
2020,12,155414961,31534595
2020,12,155410899,31542639
2020,12,155415187,31542644
2020,12,155415218,31534641
2020,12,155415231,31534645
2020,12,155415710,31534717
2020,12,155416686,31542777
2020,12,155416875,31534742
2020,12,155416990,31542821
2020,20,155416115,31534783
2020,12,155417710,31542951
2020,11,155421412,31534845
2020,9,155418123,31534867
2020,9,155418137,31534872
2020,3,155421612,31543035
2020,3,155418161,31534876
2020,10,155421756,31543077
2020,18,155422274,31534982
2020,19,155419289,31543215
2020,18,155419351,31543221
2020,20,155419380,31535014
2020,12,155419857,31543327
2020,18,155422909,31535087
2020,12,155420076,31543381
2020,18,155422939,31535100
2020,12,155414730,31534551
2020,12,155410741,31534591
2020,3,155416175,31534683
2020,12,155393808,31541761
2020,12,155405840,31533555
2020,12,155405892,31541800
2020,18,155405923,31533578
2020,3,155407392,31533905
2020,9,155408115,31534040
2020,12,155408167,31542173
2020,12,155412659,31534223
2020,3,155412862,31534253
2020,19,155412869,31534255
2020,12,155409428,31542379
2020,9,155409412,31534298
2020,12,155409942,31542462
2020,12,155414081,31534453
2020,12,155414181,31534468
2020,12,155410379,31542542
2020,9,155410707,31534585
2020,2,155415386,31542674
2020,12,155416343,31542717
2020,12,155415653,31534711
2020,12,155416453,31542736
2020,12,155417740,31542958
2020,12,155417911,31543003
2020,12,155421600,31534869
2020,12,155421602,31534870
2020,9,155418458,31543098
2020,12,155422040,31543150
2020,20,155419062,31543189
2020,12,155422635,31543256
2020,9,155419622,31535035
2020,12,155420160,31543400
2020,12,155423131,31535154
2020,4,153679981,30983895
2020,12,153680240,30989016
2020,4,153680406,30983978
2020,9,153676141,30989058
2020,12,153681364,30989096
2020,12,153681537,30984068
2020,3,153686896,30984200
2020,12,153687830,30984389
2020,18,153687830,30984390
2020,12,153688758,30989477
2020,3,153683964,30989557
2020,12,153689571,30984674
2020,12,153690012,30989679
2020,18,153685255,30989773
2020,3,153685655,30984922
2020,3,153685654,30984921
2020,12,153685651,30989832
2020,18,153691230,30984950
2020,12,153691580,30985024
2020,18,153691777,30985048
2020,12,155393904,31533546
2020,18,155405549,31533477
2020,12,155405621,31533507
2020,3,155395478,31541970
2020,12,155395905,31542048
2020,12,155407565,31533941
2020,12,155407868,31542126
2020,18,155411627,31534049
2020,12,155412234,31534147
2020,12,155412232,31534146
2020,12,155409065,31542306
2020,12,155412748,31534239
2020,18,155409843,31542446
2020,20,155409885,31534385
2020,20,155410148,31542503
2020,12,155411007,31534654
2020,18,155416055,31542853
2020,12,155417237,31542872
2020,18,155417475,31534809
2020,18,155421999,31543139
2020,12,155422920,31535092
2020,12,155422927,31535096
2020,18,155423052,31535136
2020,12,155423144,31535157
2020,12,153538369,30957413
2020,12,153534431,30957417
2020,12,153538434,30954855
2020,9,153540185,30955063
2020,12,153540804,30957799
2020,9,153546321,30957893
2020,3,153541523,30955221
2020,12,153547317,30958058
2020,12,153542246,30958071
2020,18,153547810,30955400
2020,12,153542618,30958162
2020,12,153548263,30955450
2020,12,153542924,30955462
2020,12,153542926,30955463
2020,12,153548321,30955464
2020,9,153543178,30955505
2020,18,153548960,30958311
2020,17,153548954,30955535
2020,12,153543643,30955553
2020,12,153543747,30958372
2020,18,153549513,30958369
2020,12,157844126,32291771
2020,12,157844250,32287333
2020,12,157844264,32291795
2020,10,157844279,32287340
2020,12,157844333,32287350
2020,12,157844440,32291807
2020,10,157844445,32287377
2020,12,157844454,32287380
2020,2,157844454,32287379
2020,12,157839644,32287383
2020,12,157844562,32287397
2020,18,157844588,32291814
2020,3,157844676,32287409
2020,12,157844855,32287420
2020,12,157844895,32287428
2020,12,157839995,32287449
2020,12,157845072,32287455
2020,12,157845164,32291883
2020,12,157840150,32291887
2020,17,157840189,32287487
2020,4,157840251,32291917
2020,18,157840277,32291919
2020,18,157840447,32291949
2020,9,157840478,32291951
2020,12,157840618,32291973
2020,18,157845797,32287593
2020,5,153679931,30988970
2020,12,153681638,30989143
2020,19,153686266,30984092
2020,12,153686506,30984130
2020,19,153682249,30984218
2020,5,153682416,30984251
2020,3,153682463,30984273
2020,17,153687845,30984398
2020,18,153682915,30989404
2020,18,153688423,30984470
2020,4,153683427,30989464
2020,17,153688666,30984511
2020,12,153688773,30984531
2020,18,153689650,30984688
2020,20,153689710,30989634
2020,18,153689984,30984752
2020,18,153691350,30984975
2020,9,153691439,30984997
2020,4,153679859,30983869
2020,5,153679940,30983884
2020,12,153680348,30983965
2020,19,153680569,30983992
2020,12,153680814,30984036
2020,12,153681384,30989098
2020,3,153686188,30989138
2020,10,153686397,30984115
2020,12,153682185,30989243
2020,12,153687893,30984410
2020,18,153687893,30984411
2020,12,153683072,30984450
2020,12,153688620,30989468
2020,20,153691144,30984932
2020,12,153691309,30984967
2020,20,153691443,30984998
2020,12,153691598,30985025
2020,4,153675698,30983879
2020,3,153675698,30983878
2020,9,153681264,30989081
2020,12,153680811,30984035
2020,12,153686543,30989185
2020,12,153686723,30984165
2020,12,153682338,30989267
2020,12,153682738,30989374
2020,18,153687795,30984380
2020,12,153687795,30984379
2020,3,153687835,30984391
2020,12,153684282,30989615
2020,12,153690390,30984823
2020,18,153685810,30989858
2020,3,153675711,30988974
2020,12,153675796,30983910
2020,9,153676000,30989031
2020,9,153680341,30989030
2020,9,153680418,30989043
2020,9,153686365,30984110
2020,9,153686359,30984107
2020,12,153681937,30989191
2020,12,153686664,30984150
2020,12,153682577,30984294
2020,12,153682968,30989412
2020,18,153683535,30984535
2020,3,153689121,30989540
2020,3,153683860,30984594
2020,3,153684132,30989589
2020,18,153689451,30989598
2020,3,153689552,30984669
2020,18,153684669,30989673
2020,12,153684766,30984765
2020,18,153696331,30989937
2020,12,153693240,30985445
2020,18,153693479,30990208
2020,9,153693546,30985488
2020,12,153697596,30990228
2020,12,153693651,30985505
2020,12,153693768,30990258
2020,9,153697786,30990262
2020,12,153693846,30990271
2020,2,153697915,30985540
2020,12,153694129,30990324
2020,18,153694129,30985568
2020,12,153698296,30990341
2020,18,153694309,30985600
2020,12,153694453,30985629
2020,12,153694633,30990412
2020,20,153698757,30990418
2020,10,153698794,30990424
2020,3,153694743,30985667
2020,3,153694740,30985666
2020,12,153698913,30990462
2020,12,153698970,30985679
2020,12,153694908,30985694
2020,12,153699139,30990494
2020,12,153699162,30990499
2020,18,153699164,30990500
2020,12,153695188,30990530
2020,12,153695221,30985747
2020,12,153699452,30990552
2020,12,153699497,30990560
2020,12,153699572,30985778
2020,12,153695743,30990645
2020,12,153695849,30990657
2020,18,153695951,30990677
