"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2020,1,153336976
2020,6,153377152
2020,3,153348016
2020,6,153353241
2020,6,153353240
2020,9,153353254
2020,6,153354797
2020,6,153355071
2020,9,153355263
2020,6,153350463
2020,6,153355289
2020,6,153350497
2020,6,153355485
2020,9,153376456
2020,9,153376465
2020,9,153376983
2020,9,153377224
2020,9,153377265
2020,9,153377586
2020,6,153381264
2020,9,153378731
2020,9,153391399
2020,6,153387697
2020,8,153391451
2020,6,153392363
2020,6,153388888
2020,9,153389056
2020,6,153389192
2020,9,153389276
2020,9,153389396
2020,6,153392904
2020,6,153392903
2020,8,153393692
2020,6,153393992
2020,6,153421489
2020,6,153415242
2020,9,153415428
2020,6,153415525
2020,6,153422034
2020,6,153416013
2020,5,153420937
2020,6,153421341
2020,6,153415005
2020,6,153415035
2020,9,153422128
2020,6,153422211
2020,6,153534376
2020,9,153538358
2020,9,153534423
2020,6,153538386
2020,9,153534482
2020,6,153538462
2020,9,153534508
2020,9,153538491
2020,6,153538493
2020,9,153538500
2020,14,153538575
2020,1,153538653
2020,9,153538749
2020,9,153538789
2020,9,153538809
2020,9,153538819
2020,9,153538811
2020,6,153534782
2020,6,153534814
2020,9,153538878
2020,6,153538872
2020,8,153538969
2020,9,153539009
2020,9,153534946
2020,9,153534938
2020,6,153534901
2020,6,153535024
2020,6,153539087
2020,6,153539102
2020,6,153539129
2020,6,153539116
2020,1,153539448
2020,6,153539448
2020,6,153539452
2020,6,153535296
2020,6,153535307
2020,6,153535326
2020,9,153535376
2020,9,153539669
2020,9,153539667
2020,9,153535387
2020,14,153535390
2020,9,153535389
2020,1,153539591
2020,9,153539785
2020,9,153353142
2020,9,153353218
2020,6,153348593
2020,9,153350236
2020,6,153355343
2020,6,153355344
2020,6,153350840
2020,9,153355644
2020,5,153361174
2020,9,153357126
2020,9,153362659
2020,6,153362730
2020,9,153362824
2020,9,153362940
2020,1,153357985
2020,6,153358193
2020,1,153358198
2020,9,153363489
2020,1,153363520
2020,6,153363741
2020,6,153358562
2020,6,153358601
2020,1,153358662
2020,9,153363895
2020,6,153358661
2020,3,153364039
2020,6,153365926
2020,6,153360323
2020,6,153367011
2020,9,153367190
2020,9,153373795
2020,8,153377328
2020,6,153325058
2020,9,153325200
2020,9,153330708
2020,6,153335069
2020,9,153337914
2020,6,153348668
2020,6,153350754
2020,9,153350781
2020,5,153355530
2020,6,153355533
2020,3,153356348
2020,9,153356527
2020,9,153490739
2020,9,153491040
2020,9,153491055
2020,3,153494715
2020,6,153494749
2020,6,153495067
2020,4,153495470
2020,9,153497395
2020,6,153495907
2020,10,153497800
2020,9,153497818
2020,9,153497840
2020,6,153497907
2020,6,153501560
2020,5,153504609
2020,1,153362883
2020,9,153358220
2020,6,153363548
2020,1,153358441
2020,4,153358588
2020,6,153358614
2020,6,153358613
2020,9,153364996
2020,9,153359577
2020,9,153359984
2020,9,153365747
2020,9,153365866
2020,6,153366006
2020,9,153366242
2020,9,153360642
2020,5,153360735
2020,6,153366758
2020,6,153366798
2020,6,153371220
2020,6,153367166
2020,11,153381526
2020,6,153381711
2020,6,153378840
2020,9,153490763
2020,9,153494270
2020,9,153494532
2020,1,153494708
2020,6,153496308
2020,9,153494938
2020,6,153495436
2020,6,153497707
2020,9,153495939
2020,9,153495938
2020,6,153497714
2020,6,153497809
2020,9,153501487
2020,9,153501698
2020,9,153501827
2020,9,153498615
2020,6,153499045
2020,9,153494845
2020,6,153494848
2020,6,153494960
2020,12,153495370
2020,8,153497480
2020,6,153495833
2020,9,153501404
2020,6,153506298
2020,6,153506607
2020,6,153506804
2020,6,153506806
2020,5,153505683
2020,6,153505777
2020,6,153505782
2020,1,153505980
2020,9,153376211
2020,9,153375380
2020,8,153381215
2020,1,153381404
2020,9,153421025
2020,6,153415131
2020,6,153421540
2020,9,153421830
2020,9,153421845
2020,6,153415528
2020,12,153422021
2020,6,153422055
2020,6,153415702
2020,9,153535456
2020,9,153535481
2020,1,153539815
2020,9,153539906
2020,9,153535576
2020,6,153540033
2020,9,153535595
2020,9,153540041
2020,9,153535685
2020,9,153540188
2020,9,153540183
2020,9,153540279
2020,6,153540255
2020,6,153540254
2020,6,153540278
2020,6,153535757
2020,6,153540286
2020,6,153540291
2020,6,153540382
2020,9,153540368
2020,9,153535819
2020,9,153540446
2020,6,153535876
2020,6,153540486
2020,14,153540488
2020,9,153535943
2020,9,153540573
2020,9,153540676
2020,9,153536085
2020,6,153540684
2020,9,153540806
2020,6,153540762
2020,9,153540833
2020,9,153541221
2020,6,153540891
2020,1,153540869
2020,6,153540869
2020,3,153540869
2020,6,153541264
2020,6,153541291
2020,9,153541290
2020,6,153540959
2020,6,153540970
2020,9,153540989
2020,9,153362765
2020,1,153362835
2020,6,153358366
2020,9,153358722
2020,6,153364723
2020,6,153364848
2020,6,153364956
2020,6,153359540
2020,9,153366122
2020,6,153366182
2020,9,153366395
2020,6,153366664
2020,8,153368616
2020,9,153370860
2020,9,153376750
2020,9,153376846
2020,6,153377218
2020,1,153377499
2020,9,153538595
2020,9,153538962
2020,6,153539019
2020,6,153539018
2020,6,153540224
2020,9,153536171
2020,9,153540951
2020,9,153541358
2020,6,153541359
2020,10,153541369
2020,9,153541476
2020,6,153546330
2020,9,153546488
2020,9,153546514
2020,1,153546512
2020,6,153546530
2020,6,153541599
2020,6,153541761
2020,9,153541863
2020,1,153541969
2020,9,153547322
2020,6,153542198
2020,6,153542528
2020,9,153547764
2020,6,153547983
2020,1,153547984
2020,6,153547984
2020,9,153548017
2020,1,153542831
2020,6,153543120
2020,6,153543122
2020,8,153543154
2020,6,153548699
2020,8,153548798
2020,6,153543352
2020,6,153548881
2020,6,153549031
2020,9,153549043
2020,9,153543467
2020,8,153543623
2020,9,153549354
2020,9,153543737
2020,9,153549507
2020,1,153549904
2020,9,153549962
2020,9,153550055
2020,1,153544084
2020,9,153550180
2020,8,153550413
2020,5,153544461
2020,6,153550616
2020,9,153544520
2020,9,153550904
2020,6,153551169
2020,9,153551344
2020,9,153551453
2020,14,153551586
2020,6,153552047
2020,6,153545964
2020,9,153552668
2020,6,153552675
2020,9,153552676
2020,9,153552681
2020,6,153552800
2020,6,153552799
2020,6,153553107
2020,6,153553441
2020,6,153553596
2020,9,153687299
2020,6,153683010
2020,9,153683302
2020,9,153683393
2020,6,153688787
2020,9,153689353
2020,9,153491011
2020,6,153689440
2020,1,153689677
2020,10,153496248
2020,6,153494677
2020,9,153496328
2020,6,153496519
2020,9,153494901
2020,9,153689730
2020,9,153689987
2020,6,153685527
2020,6,153495487
2020,6,153495485
2020,6,153690938
2020,9,153495659
2020,9,153685648
2020,9,153497991
2020,6,153691487
2020,6,153498436
2020,3,153686038
2020,9,153691574
2020,6,153691578
2020,9,153506336
2020,9,153576536
2020,9,153576739
2020,6,153576943
2020,9,153573373
2020,6,153577598
2020,9,153574042
2020,6,153577832
2020,9,153574322
2020,9,153578255
2020,6,153574983
2020,9,153574980
2020,9,153575005
2020,6,153578387
2020,9,153575098
2020,6,153575232
2020,2,153575304
2020,9,153575437
2020,6,161112800
2020,6,161116345
2020,9,161116370
2020,9,161112994
2020,9,161116416
2020,9,161113107
2020,9,161113118
2020,6,161113169
2020,1,161113169
2020,9,161113177
2020,6,161113190
2020,9,161113297
2020,9,161113370
2020,6,161113396
2020,6,161113395
2020,6,161113397
2020,9,161113418
2020,9,161116627
2020,9,161113493
2020,9,161113509
2020,6,161113510
2020,6,161113533
2020,9,161113590
2020,6,161116690
2020,1,161113604
2020,9,161116741
2020,9,161116760
2020,9,161113880
2020,9,161113908
2020,6,161116806
2020,6,161113942
2020,9,161113968
2020,6,161114128
2020,6,161114173
2020,6,161129986
2020,9,161133777
2020,9,161133864
2020,9,161130538
2020,6,161136300
2020,6,161136303
2020,9,153588006
2020,1,161112928
2020,6,161112927
2020,6,161112929
2020,6,161116372
2020,6,161113020
2020,6,161116404
2020,3,161116404
2020,9,161113086
2020,9,161113457
2020,9,161116628
2020,9,161113489
2020,6,161116675
2020,9,161114229
2020,9,161116994
2020,1,161114274
2020,6,161114444
2020,9,161114452
2020,6,161114558
2020,9,161114555
2020,6,161114597
2020,9,161114596
2020,1,161114757
2020,6,161114960
2020,9,161115040
2020,6,161117137
2020,9,161115121
2020,6,161115143
2020,14,161117150
2020,9,161115429
2020,9,161117248
2020,9,161115965
2020,9,161115991
2020,6,161117508
2020,9,161116163
2020,6,161116167
2020,6,161117647
2020,6,161121388
2020,6,161117671
2020,6,161121398
2020,6,161121397
2020,6,161117705
2020,9,161121452
2020,6,161121487
2020,6,161121561
2020,9,161117768
2020,9,161121598
2020,6,161117856
2020,9,161117945
2020,9,161118031
2020,6,161122203
2020,6,161122205
2020,8,161118272
2020,6,161122472
2020,9,161122549
2020,3,161122928
2020,9,161122952
2020,6,161118757
2020,9,161124400
2020,9,161120101
2020,9,161120159
2020,6,161120276
2020,9,161125356
2020,9,161125434
2020,9,161120819
2020,6,161120938
2020,6,161120997
2020,9,153572615
2020,6,153572705
2020,9,153572811
2020,5,153576703
2020,1,153572795
2020,6,153576786
2020,9,153576843
2020,9,153573081
2020,9,153576917
2020,9,153573378
2020,9,161114538
2020,6,161114887
2020,9,161117138
2020,8,161115690
2020,6,161115977
2020,9,161117558
2020,9,161121288
2020,6,161117658
2020,6,161117657
2020,6,161117821
2020,8,161121679
2020,3,161118060
2020,3,161122134
2020,6,161122151
