combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,property_rel,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult,property_crime,person_crime,society_crime
BEAVER-OK-2019-9,1,0,0,0,NA,0,1,1,1,0,1,0,2,0,2,1,1,0
BEAVER-PA-2019-1,1,1,0,0,NA,1,2,0,6,8,0,0,3,0,3,12,2,2
BEAVER-PA-2019-2,0,0,1,0,NA,0,2,0,5,11,0,0,2,0,2,15,1,1
BEAVER-PA-2019-3,0,0,1,0,NA,0,1,0,4,4,0,1,0,1,0,6,1,1
BEAVER-PA-2019-4,1,0,4,0,NA,2,4,0,8,4,0,0,6,0,6,5,5,2
BEAVER-PA-2019-5,1,1,1,0,NA,3,1,0,11,5,0,0,4,0,4,11,3,2
BEAVER-PA-2019-6,0,0,0,0,NA,1,0,0,3,4,0,0,1,0,1,5,0,3
BEAVER-PA-2019-7,1,1,1,0,NA,1,0,0,1,1,0,0,1,0,1,1,1,0
BEAVERHEAD-MT-2019-1,2,2,4,0,NA,8,5,0,17,5,0,1,11,1,11,12,5,6
BEAVERHEAD-MT-2019-10,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,1
BEAVERHEAD-MT-2019-11,14,15,20,0,NA,8,16,0,23,10,0,0,24,0,24,2,24,7
BEAVERHEAD-MT-2019-12,3,1,3,0,NA,2,8,0,15,4,0,0,6,0,6,13,5,1
BEAVERHEAD-MT-2019-2,3,5,5,0,NA,5,8,0,17,7,0,3,8,3,8,7,11,8
BEAVERHEAD-MT-2019-3,2,1,1,0,NA,1,3,0,9,6,0,0,4,0,4,1,4,10
BEAVERHEAD-MT-2019-4,1,1,4,0,NA,5,6,0,22,1,0,2,9,2,9,3,7,13
BEAVERHEAD-MT-2019-5,3,4,3,0,NA,6,5,0,14,4,0,1,10,1,10,6,6,9
BEAVERHEAD-MT-2019-6,4,5,2,0,NA,7,1,0,17,8,0,0,8,0,8,7,7,11
BEAVERHEAD-MT-2019-7,0,0,6,0,NA,5,8,0,10,7,0,0,13,0,13,7,7,6
BEAVERHEAD-MT-2019-8,1,4,5,0,NA,5,5,0,11,2,0,0,9,0,9,2,9,2
BEAVERHEAD-MT-2019-9,8,6,12,0,NA,10,11,0,19,4,0,0,20,0,20,1,19,3
BECKER-MN-2019-1,12,8,12,1,NA,34,28,1,51,41,1,4,59,4,59,73,21,25
BECKER-MN-2019-10,11,16,10,0,NA,18,27,1,30,19,1,5,41,5,41,33,20,14
BECKER-MN-2019-11,19,16,19,0,NA,51,37,4,60,45,4,7,84,7,84,84,33,13
BECKER-MN-2019-12,4,3,3,0,NA,21,23,0,41,29,0,3,41,3,41,69,11,17
BECKER-MN-2019-2,6,7,6,0,NA,30,35,0,44,26,0,4,61,4,61,84,15,2
BECKER-MN-2019-3,6,5,3,0,NA,24,19,1,56,18,1,5,39,5,39,56,12,25
BECKER-MN-2019-4,5,9,9,0,NA,30,29,0,62,40,0,5,54,5,54,69,17,40
BECKER-MN-2019-5,9,13,14,0,NA,41,29,1,52,34,1,8,63,8,63,58,28,30
BECKER-MN-2019-6,8,4,10,0,NA,37,29,1,55,19,1,0,67,0,67,73,16,25
BECKER-MN-2019-7,15,17,26,0,NA,33,36,1,67,31,1,8,62,8,62,78,33,20
BECKER-MN-2019-8,12,18,18,0,NA,63,48,2,106,62,2,10,102,10,102,134,36,43
BECKER-MN-2019-9,10,6,7,0,NA,24,25,2,45,10,2,5,46,5,46,49,18,17
BECKHAM-OK-2019-1,7,4,8,0,NA,22,21,7,56,15,7,4,46,4,46,65,15,17
BECKHAM-OK-2019-10,10,12,7,0,NA,18,18,6,55,16,6,5,36,5,36,37,19,34
BECKHAM-OK-2019-11,11,13,20,0,NA,26,27,10,44,20,10,10,53,10,53,46,32,8
BECKHAM-OK-2019-12,10,11,3,0,NA,25,19,2,43,24,2,5,41,5,41,50,19,20
BECKHAM-OK-2019-2,16,18,11,0,NA,30,20,6,71,17,6,13,43,13,43,63,24,26
BECKHAM-OK-2019-3,12,14,14,0,NA,43,24,8,62,26,8,10,65,10,65,72,26,14
BECKHAM-OK-2019-4,8,11,8,0,NA,17,20,8,46,19,8,8,37,8,37,39,20,18
BECKHAM-OK-2019-5,15,18,17,0,NA,30,35,6,61,30,6,17,54,17,54,71,31,14
BECKHAM-OK-2019-6,5,7,7,0,NA,17,16,4,34,13,4,4,33,4,33,40,13,8
BECKHAM-OK-2019-7,5,3,7,0,NA,26,21,3,40,23,3,3,47,3,47,58,15,10
BECKHAM-OK-2019-8,15,22,16,0,NA,47,40,2,93,29,2,11,78,11,78,73,36,32
BECKHAM-OK-2019-9,9,5,9,0,NA,39,22,6,37,17,6,4,63,4,63,63,19,13
BEDFORD-TN-2019-1,57,50,52,0,NA,110,93,0,140,80,0,17,185,17,185,149,110,27
BEDFORD-TN-2019-10,43,34,54,0,NA,92,82,0,151,50,0,19,155,19,155,132,94,46
BEDFORD-TN-2019-11,41,25,56,0,NA,96,95,0,153,72,0,13,178,13,178,149,91,47
BEDFORD-TN-2019-12,66,50,66,0,NA,126,134,0,190,106,0,14,246,14,246,178,131,56
BEDFORD-TN-2019-2,70,58,62,0,NA,85,95,1,138,54,1,34,147,34,147,92,108,46
BEDFORD-TN-2019-3,45,39,58,0,NA,96,106,0,146,59,0,9,193,9,193,137,106,40
BEDFORD-TN-2019-4,66,71,71,0,NA,127,118,2,180,59,2,27,219,27,219,148,129,40
BEDFORD-TN-2019-5,79,60,93,0,NA,120,158,0,184,98,0,28,250,28,250,157,155,38
BEDFORD-TN-2019-6,49,32,55,0,NA,157,132,0,181,123,0,16,273,16,273,197,136,40
BEDFORD-TN-2019-7,63,62,124,0,NA,108,166,0,161,147,0,23,250,23,250,150,180,50
BEDFORD-TN-2019-8,63,58,75,0,NA,121,129,0,172,87,0,24,225,24,225,170,138,38
BEDFORD-TN-2019-9,52,46,80,0,NA,118,132,0,232,79,0,19,231,19,231,168,123,92
BEDFORD-VA-2019-1,21,15,42,0,NA,105,81,1,162,75,1,23,162,23,162,131,78,78
BEDFORD-VA-2019-10,29,16,50,0,NA,76,73,0,119,64,0,26,123,26,123,89,89,44
BEDFORD-VA-2019-11,26,12,41,0,NA,80,69,0,112,50,0,16,133,16,133,103,74,43
BEDFORD-VA-2019-12,46,17,69,0,NA,86,105,0,147,80,0,16,175,16,175,83,127,42
BEDFORD-VA-2019-2,49,27,67,0,NA,123,101,0,180,87,0,65,159,65,159,104,108,104
BEDFORD-VA-2019-3,39,20,89,0,NA,111,87,0,176,87,0,22,175,22,175,112,121,76
BEDFORD-VA-2019-4,39,29,68,0,NA,126,94,0,172,89,0,23,197,23,197,147,107,65
BEDFORD-VA-2019-5,44,22,75,0,NA,121,119,0,206,85,0,25,214,25,214,135,134,65
BEDFORD-VA-2019-6,35,12,52,0,NA,76,96,0,147,67,0,4,167,4,167,104,91,49
BEDFORD-VA-2019-7,41,15,51,0,NA,106,114,0,145,79,0,4,210,4,210,151,103,46
BEDFORD-VA-2019-8,25,17,52,0,NA,100,83,0,146,71,0,13,168,13,168,131,89,50
BEDFORD-VA-2019-9,29,15,67,0,NA,112,89,0,145,83,0,29,172,29,172,130,108,48
BEE-TX-2019-1,5,5,6,0,NA,18,14,0,21,12,0,1,31,1,31,30,9,4
BEE-TX-2019-10,3,1,3,0,NA,5,17,0,6,15,0,0,22,0,22,17,6,5
BEE-TX-2019-11,0,0,0,0,NA,17,5,0,16,6,0,2,20,2,20,23,2,4
BEE-TX-2019-12,1,0,1,0,NA,2,8,0,6,3,0,0,10,0,10,17,2,3
BEE-TX-2019-2,5,4,6,0,NA,17,11,0,17,7,0,5,23,5,23,20,9,7
BEE-TX-2019-3,3,1,4,0,NA,9,14,0,21,6,0,0,23,0,23,24,7,7
BEE-TX-2019-4,8,5,6,0,NA,22,25,0,22,13,0,2,45,2,45,37,13,8
BEE-TX-2019-5,2,3,9,0,NA,18,21,0,26,3,0,0,39,0,39,29,11,11
BEE-TX-2019-6,4,2,1,0,NA,25,18,0,26,9,0,2,41,2,41,40,6,12
BEE-TX-2019-7,4,2,1,0,NA,27,18,0,17,14,0,1,44,1,44,46,5,7
BEE-TX-2019-8,8,7,11,0,NA,27,27,0,28,12,0,4,50,4,50,36,20,1
BEE-TX-2019-9,2,1,0,0,NA,8,8,0,9,1,0,1,15,1,15,18,2,3
BELKNAP-NH-2019-1,38,42,59,0,NA,116,125,0,229,91,0,33,206,33,206,218,91,81
BELKNAP-NH-2019-10,33,48,89,0,NA,175,142,0,265,150,0,50,259,50,259,274,144,116
BELKNAP-NH-2019-11,34,35,58,0,NA,150,147,1,221,99,1,32,263,32,263,248,105,80
BELKNAP-NH-2019-12,36,40,48,2,NA,331,331,24,401,336,24,34,263,34,263,455,94,295
BELKNAP-NH-2019-2,32,42,47,0,NA,100,119,2,221,81,2,30,184,30,184,210,92,87
BELKNAP-NH-2019-3,38,52,65,1,NA,136,120,2,205,127,2,30,222,30,222,218,124,70
BELKNAP-NH-2019-4,27,45,50,0,NA,145,130,0,206,104,0,46,228,46,228,247,101,68
BELKNAP-NH-2019-5,39,62,61,0,NA,177,168,0,235,163,0,45,295,45,295,295,135,98
BELKNAP-NH-2019-6,34,34,47,0,NA,147,138,0,217,101,0,39,245,39,245,248,109,85
BELKNAP-NH-2019-7,34,43,62,0,NA,187,180,1,284,128,1,38,322,38,322,363,125,79
BELKNAP-NH-2019-8,29,48,43,0,NA,153,133,0,225,76,0,24,258,24,258,251,110,72
BELKNAP-NH-2019-9,40,46,54,1,NA,135,137,0,180,103,0,30,240,30,240,240,115,59
BELL-KY-2019-1,4,13,3,0,NA,22,30,0,63,38,0,4,47,4,47,73,16,46
BELL-KY-2019-10,9,21,9,0,NA,42,41,0,104,36,0,8,62,8,62,81,31,61
BELL-KY-2019-11,11,22,14,0,NA,32,49,2,84,31,2,4,72,4,72,73,31,50
BELL-KY-2019-12,10,12,13,0,NA,32,30,11,85,54,11,2,58,2,58,89,23,66
BELL-KY-2019-2,4,7,5,0,NA,23,18,1,64,29,1,3,36,3,36,57,9,49
BELL-KY-2019-3,2,10,3,0,NA,41,20,1,56,40,1,0,58,0,58,74,19,37
BELL-KY-2019-4,8,10,10,0,NA,56,29,0,118,41,0,4,76,4,76,126,18,53
BELL-KY-2019-5,11,12,10,0,NA,37,42,0,79,46,0,6,67,6,67,76,19,62
BELL-KY-2019-6,3,12,8,3,NA,44,39,0,89,26,0,8,72,8,72,78,18,51
BELL-KY-2019-7,5,20,7,0,NA,46,45,1,88,44,1,22,67,22,67,76,32,67
BELL-KY-2019-8,7,28,12,2,NA,58,38,3,124,44,3,4,85,4,85,88,32,78
BELL-KY-2019-9,9,21,8,1,NA,59,37,8,138,56,8,9,92,9,92,96,31,104
BELL-TX-2019-1,59,35,44,0,NA,132,131,3,210,76,3,27,239,27,239,202,125,93
BELL-TX-2019-10,47,34,53,0,NA,131,140,9,165,65,9,28,252,28,252,209,127,98
BELL-TX-2019-11,53,31,54,0,NA,110,130,8,140,63,8,19,229,19,229,205,114,68
BELL-TX-2019-12,35,34,40,0,NA,78,124,13,144,74,13,14,201,14,201,187,100,81
BELL-TX-2019-2,45,22,33,0,NA,110,113,0,154,59,0,10,212,10,212,186,98,69
BELL-TX-2019-3,29,27,37,0,NA,102,119,0,178,90,0,11,210,11,210,202,76,112
BELL-TX-2019-4,36,50,60,0,NA,117,117,0,182,89,0,24,208,24,208,199,114,75
BELL-TX-2019-5,69,38,69,0,NA,120,156,3,246,95,3,22,256,22,256,242,133,113
BELL-TX-2019-6,65,39,55,0,NA,138,162,4,206,90,4,20,283,20,283,272,113,82
BELL-TX-2019-7,54,40,37,0,NA,128,179,3,192,68,3,11,298,11,298,259,115,79
BELL-TX-2019-8,45,30,48,0,NA,121,134,5,130,82,5,16,243,16,243,177,123,76
BELL-TX-2019-9,57,42,38,0,NA,84,155,16,177,90,16,25,227,25,227,177,133,103
BELMONT-OH-2019-1,23,46,21,0,NA,35,69,6,132,39,6,13,97,13,97,57,64,67
BELMONT-OH-2019-10,16,49,25,0,NA,34,57,12,109,67,12,25,78,25,78,47,74,60
BELMONT-OH-2019-11,11,35,11,0,NA,50,43,0,111,84,0,27,60,27,60,49,53,103
BELMONT-OH-2019-12,13,40,14,0,NA,25,45,12,81,68,12,12,70,12,70,53,58,53
BELMONT-OH-2019-2,10,37,14,0,NA,38,47,0,118,83,0,17,68,17,68,57,50,108
BELMONT-OH-2019-3,20,53,19,0,NA,80,47,10,163,95,10,19,114,19,114,85,75,112
BELMONT-OH-2019-4,8,17,11,0,NA,31,36,6,97,85,6,8,64,8,64,75,28,88
BELMONT-OH-2019-5,11,55,8,0,NA,39,51,8,133,70,8,15,77,15,77,48,69,92
BELMONT-OH-2019-6,14,59,14,0,NA,51,57,12,113,68,12,26,94,26,94,60,68,73
BELMONT-OH-2019-7,20,54,18,0,NA,41,54,6,125,69,6,16,85,16,85,55,64,89
BELMONT-OH-2019-8,15,52,15,0,NA,49,56,5,124,57,5,13,97,13,97,57,73,63
BELMONT-OH-2019-9,14,54,15,0,NA,43,60,12,101,59,12,17,97,17,97,58,64,56
BENEWAH-ID-2019-1,6,8,5,0,NA,10,8,0,44,16,0,10,6,10,6,6,12,42
BENEWAH-ID-2019-10,2,1,1,0,NA,1,2,0,5,1,0,0,3,0,3,1,2,3
BENEWAH-ID-2019-11,4,4,4,0,NA,3,3,0,6,8,0,0,6,0,6,0,4,10
BENEWAH-ID-2019-12,0,0,1,0,NA,3,1,0,3,7,0,0,4,0,4,2,3,7
BENEWAH-ID-2019-2,8,6,7,0,NA,4,8,1,26,15,1,7,6,7,6,4,9,29
BENEWAH-ID-2019-3,3,1,7,0,NA,8,3,0,35,27,0,0,11,0,11,16,9,39
BENEWAH-ID-2019-4,3,1,3,0,NA,10,2,0,53,18,0,2,10,2,10,10,5,60
BENEWAH-ID-2019-5,6,7,9,0,NA,12,9,2,25,23,2,5,18,5,18,14,13,25
BENEWAH-ID-2019-6,7,4,8,0,NA,10,12,1,36,11,1,0,23,0,23,10,13,26
BENEWAH-ID-2019-7,2,2,6,0,NA,12,1,1,24,9,1,2,12,2,12,7,7,19
BENEWAH-ID-2019-8,4,2,3,0,NA,3,5,1,8,4,1,0,9,0,9,4,5,7
BENEWAH-ID-2019-9,0,0,0,0,NA,5,2,0,13,5,0,0,7,0,7,7,0,16
BENNETT-SD-2019-1,7,8,20,0,NA,26,21,0,46,15,0,10,37,10,37,33,24,12
BENNETT-SD-2019-10,3,4,12,0,NA,10,19,0,25,6,0,1,28,1,28,21,14,5
BENNETT-SD-2019-11,1,2,6,0,NA,20,8,0,24,5,0,3,23,3,23,26,8,15
BENNETT-SD-2019-12,0,0,8,0,NA,7,9,0,19,11,0,0,16,0,16,11,9,14
BENNETT-SD-2019-2,7,7,9,0,NA,10,9,0,27,2,0,0,19,0,19,14,11,11
BENNETT-SD-2019-3,1,1,7,0,NA,92,5,0,66,164,0,5,92,5,92,224,7,2
BENNETT-SD-2019-4,9,12,5,0,NA,30,11,0,23,26,0,13,28,13,28,27,17,11
BENNETT-SD-2019-5,1,5,20,0,NA,27,11,0,54,29,0,5,33,5,33,49,25,14
BENNETT-SD-2019-6,9,9,23,0,NA,28,28,0,56,24,0,5,51,5,51,49,29,7
BENNETT-SD-2019-7,9,17,31,0,NA,32,51,0,67,35,0,13,70,13,70,55,48,18
BENNETT-SD-2019-8,4,11,18,0,NA,19,24,0,50,5,0,12,31,12,31,25,27,12
BENNETT-SD-2019-9,8,9,17,0,NA,88,32,0,167,11,0,3,102,3,102,130,21,28
BENNINGTON-VT-2019-1,29,18,23,0,NA,27,34,0,66,42,0,4,57,4,57,82,36,15
BENNINGTON-VT-2019-10,13,14,32,0,NA,61,72,0,95,41,0,10,123,10,123,123,51,20
BENNINGTON-VT-2019-11,19,21,20,0,NA,41,47,0,53,16,0,11,73,11,73,71,39,7
BENNINGTON-VT-2019-12,13,11,19,0,NA,33,64,0,46,73,0,7,89,7,89,106,30,15
BENNINGTON-VT-2019-2,14,10,21,0,NA,32,42,0,52,27,0,2,72,2,72,71,32,13
BENNINGTON-VT-2019-3,15,15,24,0,NA,51,40,0,81,41,0,13,78,13,78,85,40,36
BENNINGTON-VT-2019-4,22,16,19,0,NA,42,61,0,85,22,0,7,96,7,96,90,39,17
BENNINGTON-VT-2019-5,17,18,23,0,NA,46,58,0,80,58,0,4,100,4,100,128,36,30
BENNINGTON-VT-2019-6,12,9,19,0,NA,49,34,0,50,25,0,3,80,3,80,88,30,3
BENNINGTON-VT-2019-7,29,24,52,0,NA,76,78,2,110,54,2,15,141,15,141,127,73,24
BENNINGTON-VT-2019-8,17,15,27,0,NA,55,81,0,74,37,0,6,129,6,129,126,40,12
BENNINGTON-VT-2019-9,7,7,21,0,NA,90,73,0,84,55,0,5,158,5,158,170,32,31
BENSON-ND-2019-1,1,0,0,0,NA,4,1,0,5,0,0,0,5,0,5,4,1,0
BENSON-ND-2019-10,0,0,0,0,NA,2,0,0,3,0,0,0,2,0,2,3,0,0
BENSON-ND-2019-11,1,5,1,0,NA,11,4,0,6,0,0,2,13,2,13,11,5,0
BENSON-ND-2019-12,0,0,0,0,NA,0,0,0,0,2,0,0,0,0,0,0,0,2
BENSON-ND-2019-2,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0
BENSON-ND-2019-3,0,0,0,0,NA,3,1,0,0,4,0,0,3,0,3,4,0,0
BENSON-ND-2019-4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
BENSON-ND-2019-5,0,0,1,0,NA,1,2,0,3,2,0,0,3,0,3,2,1,2
BENSON-ND-2019-6,0,0,3,0,3,2,2,0,2,2,0,0,4,0,4,0,4,0
BENSON-ND-2019-7,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,1
BENSON-ND-2019-8,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,2,0,0
BENSON-ND-2019-9,0,1,0,0,NA,2,1,0,5,2,0,1,2,1,2,4,1,2
BENT-CO-2019-1,3,3,4,0,NA,18,7,0,12,5,0,1,24,1,24,27,4,3
BENT-CO-2019-10,3,1,7,0,NA,16,10,0,16,4,0,1,25,1,25,22,10,1
BENT-CO-2019-11,3,3,8,0,NA,12,4,0,11,6,0,2,14,2,14,14,8,1
BENT-CO-2019-12,1,1,2,0,NA,14,10,0,7,4,0,1,23,1,23,26,3,1
BENT-CO-2019-2,1,1,1,0,NA,8,8,0,6,3,0,2,14,2,14,24,2,1
BENT-CO-2019-3,1,1,2,0,NA,6,4,0,4,0,0,0,10,0,10,10,2,2
BENT-CO-2019-4,0,0,1,0,NA,9,9,0,7,3,0,0,18,0,18,25,2,1
BENT-CO-2019-5,1,1,5,0,NA,14,11,0,9,5,0,2,23,2,23,32,6,0
BENT-CO-2019-6,7,6,9,0,NA,23,10,0,18,5,0,1,32,1,32,29,12,0
BENT-CO-2019-7,5,4,10,0,NA,12,16,0,10,5,0,1,27,1,27,25,12,0
BENT-CO-2019-8,0,0,1,0,NA,18,14,0,14,9,0,4,28,4,28,37,2,2
BENT-CO-2019-9,0,0,2,0,NA,10,6,0,6,2,0,0,16,0,16,13,4,0
BENTON-AR-2019-1,155,266,167,0,NA,519,495,3,1132,470,3,121,879,121,879,950,390,674
BENTON-AR-2019-10,133,237,206,0,NA,463,435,4,930,324,4,102,793,102,793,714,424,474
BENTON-AR-2019-11,176,293,244,0,NA,522,534,12,865,455,12,137,921,137,921,872,441,497
BENTON-AR-2019-12,149,248,168,6,NA,513,427,6,1039,430,6,108,816,108,816,863,372,655
BENTON-AR-2019-2,116,156,120,1,NA,351,375,3,795,386,3,54,667,54,667,756,266,551
BENTON-AR-2019-3,156,234,182,0,NA,472,447,18,1008,457,18,142,765,142,765,785,365,676
BENTON-AR-2019-4,176,255,201,0,NA,502,487,3,969,432,3,107,865,107,865,831,425,507
BENTON-AR-2019-5,188,320,220,0,NA,568,551,14,1018,506,14,136,947,136,947,935,503,531
BENTON-AR-2019-6,159,240,180,0,NA,541,489,17,925,487,17,58,933,58,933,896,391,585
BENTON-AR-2019-7,192,266,245,4,NA,528,548,15,1015,467,15,90,975,90,975,892,469,572
BENTON-AR-2019-8,179,336,211,0,NA,507,547,23,991,428,23,109,935,109,935,807,506,503
BENTON-AR-2019-9,172,236,191,0,NA,446,479,7,923,370,7,117,774,117,774,779,397,451
BENTON-IA-2019-1,0,0,0,0,NA,3,0,0,3,1,0,0,3,0,3,6,0,1
BENTON-IA-2019-10,0,1,1,0,NA,1,4,0,4,1,0,2,3,2,3,6,3,0
BENTON-IA-2019-11,0,0,0,0,NA,3,0,0,2,1,0,0,3,0,3,3,0,3
BENTON-IA-2019-12,0,0,0,0,NA,2,2,0,1,1,0,0,4,0,4,4,0,1
BENTON-IA-2019-2,3,3,3,0,NA,5,5,0,10,2,0,1,9,1,9,10,4,1
BENTON-IA-2019-3,2,2,2,0,NA,2,4,0,3,1,0,1,5,1,5,5,2,0
BENTON-IA-2019-4,0,0,1,0,NA,1,4,0,2,2,0,1,4,1,4,6,1,0
BENTON-IA-2019-5,2,3,2,0,NA,7,4,0,13,5,0,1,10,1,10,12,5,8
BENTON-IA-2019-6,2,1,1,0,NA,4,0,0,2,5,0,1,3,1,3,3,2,2
BENTON-IA-2019-7,1,1,1,0,NA,1,1,0,1,0,0,0,2,0,2,1,1,0
BENTON-IA-2019-8,0,0,2,0,NA,6,2,0,7,1,0,1,7,1,7,7,2,3
BENTON-IA-2019-9,3,2,3,0,NA,1,7,0,6,3,0,0,8,0,8,5,4,1
BENTON-OR-2019-1,43,83,49,0,NA,294,221,1,412,160,1,26,483,26,483,626,114,239
BENTON-OR-2019-10,12,15,30,0,NA,156,93,0,184,80,0,16,231,16,231,325,44,123
BENTON-OR-2019-11,17,18,11,0,NA,134,108,0,204,65,0,11,227,11,227,316,29,95
BENTON-OR-2019-12,9,10,16,0,NA,108,83,5,183,98,5,10,179,10,179,302,32,127
BENTON-OR-2019-2,25,66,30,0,NA,216,213,2,261,124,2,23,406,23,406,526,90,151
BENTON-OR-2019-3,22,53,39,0,NA,195,185,2,246,97,2,19,362,19,362,480,87,126
BENTON-OR-2019-4,17,58,35,0,NA,232,211,2,359,129,2,30,414,30,414,571,95,179
BENTON-OR-2019-5,23,33,44,0,NA,176,158,0,292,138,0,24,309,24,309,457,75,171
BENTON-OR-2019-6,24,31,41,0,NA,264,240,3,316,124,3,19,483,19,483,646,78,125
BENTON-OR-2019-7,20,26,37,0,NA,218,246,1,281,138,1,18,446,18,446,588,71,153
BENTON-OR-2019-8,32,40,47,0,NA,338,266,2,413,164,2,14,583,14,583,699,96,203
BENTON-OR-2019-9,31,30,43,0,NA,297,289,2,284,133,2,11,563,11,563,645,83,165
BENTON-TN-2019-1,2,1,2,0,NA,18,3,5,20,12,5,0,20,0,20,34,4,13
BENTON-TN-2019-10,5,3,3,0,NA,18,11,1,8,8,1,1,28,1,28,21,9,3
BENTON-TN-2019-11,3,2,4,0,NA,19,6,0,14,2,0,0,22,0,22,21,6,6
BENTON-TN-2019-12,5,7,6,0,NA,9,9,0,21,8,0,6,12,6,12,7,11,15
BENTON-TN-2019-2,6,6,7,0,NA,8,10,2,14,5,2,2,15,2,15,16,7,9
BENTON-TN-2019-3,0,0,0,0,NA,4,1,0,3,0,0,0,5,0,5,8,0,0
BENTON-TN-2019-4,2,2,3,0,NA,11,8,3,13,3,3,2,14,2,14,22,3,3
BENTON-TN-2019-5,1,1,1,0,NA,10,5,1,11,4,1,0,12,0,12,17,1,7
BENTON-TN-2019-6,2,3,2,0,NA,4,5,0,10,3,0,0,9,0,9,7,3,7
BENTON-TN-2019-7,3,1,1,0,NA,10,5,1,9,4,1,0,13,0,13,15,3,7
BENTON-TN-2019-8,4,0,3,0,NA,21,17,1,21,10,1,0,35,0,35,35,7,7
BENTON-TN-2019-9,3,3,6,0,NA,5,8,1,9,4,1,0,11,0,11,13,6,1
BENTON-WA-2019-1,116,103,144,0,NA,442,494,20,767,393,20,83,860,83,860,1065,266,215
BENTON-WA-2019-10,105,125,126,0,NA,444,460,2,712,234,2,108,793,108,793,942,273,234
BENTON-WA-2019-11,94,90,129,68,NA,492,482,1,794,266,1,118,848,118,848,1047,236,237
BENTON-WA-2019-12,122,91,142,1,NA,620,481,5,820,317,5,100,999,100,999,1227,273,283
BENTON-WA-2019-2,80,87,106,0,NA,396,341,1,534,197,1,54,682,54,682,792,207,145
BENTON-WA-2019-3,123,98,140,3,NA,365,335,0,500,268,0,73,626,73,626,676,276,175
BENTON-WA-2019-4,139,154,187,6,NA,438,423,6,595,285,6,127,724,127,724,785,340,150
BENTON-WA-2019-5,127,123,153,11,NA,445,416,4,664,275,4,87,767,87,767,840,304,249
BENTON-WA-2019-6,96,64,133,8,NA,424,383,2,649,305,2,104,697,104,697,902,271,210
BENTON-WA-2019-7,167,132,161,8,NA,466,395,10,653,242,10,73,784,73,784,887,308,208
BENTON-WA-2019-8,139,134,146,3,NA,485,449,1,674,349,1,97,830,97,830,938,321,258
BENTON-WA-2019-9,179,147,181,7,NA,472,474,3,833,286,3,90,836,90,836,906,309,341
BENZIE-MI-2019-1,1,2,2,0,NA,13,4,0,22,6,0,0,17,0,17,15,3,12
BENZIE-MI-2019-10,5,3,7,0,NA,11,16,0,26,15,0,3,24,3,24,18,15,18
BENZIE-MI-2019-11,4,4,8,0,NA,4,7,0,15,9,0,3,8,3,8,6,9,10
BENZIE-MI-2019-12,3,1,7,0,NA,5,14,0,15,12,0,1,18,1,18,12,11,9
BENZIE-MI-2019-2,4,4,6,0,NA,3,8,0,18,10,0,1,10,1,10,8,6,14
BENZIE-MI-2019-3,15,15,19,0,NA,11,16,0,31,8,0,4,23,4,23,7,23,11
BENZIE-MI-2019-4,3,4,4,0,NA,3,7,0,17,5,0,1,9,1,9,7,8,9
BENZIE-MI-2019-5,0,1,4,0,NA,5,6,0,12,1,0,2,9,2,9,10,5,3
BENZIE-MI-2019-6,4,4,8,0,NA,8,15,0,17,9,0,2,21,2,21,18,10,6
BENZIE-MI-2019-7,5,5,7,0,NA,4,10,0,11,3,0,1,13,1,13,11,7,3
BENZIE-MI-2019-8,3,2,12,0,NA,17,14,0,30,7,0,2,29,2,29,17,16,11
BENZIE-MI-2019-9,3,9,6,0,NA,16,16,0,24,22,0,2,30,2,30,27,15,5
BERKELEY-SC-2019-1,172,161,209,0,NA,485,507,1,921,317,1,107,877,107,877,891,386,467
BERKELEY-SC-2019-10,184,148,256,0,NA,586,657,0,772,360,0,141,1099,141,1099,1055,475,351
BERKELEY-SC-2019-11,153,113,225,0,NA,520,567,0,749,356,0,130,949,130,949,955,404,386
BERKELEY-SC-2019-12,217,183,295,0,NA,654,701,3,906,383,3,144,1200,144,1200,1161,541,391
BERKELEY-SC-2019-2,227,204,261,0,NA,590,601,6,1056,380,6,108,1075,108,1075,903,501,596
BERKELEY-SC-2019-3,182,175,248,1,NA,630,560,3,977,384,3,120,1065,120,1065,941,483,531
BERKELEY-SC-2019-4,202,205,292,1,NA,640,669,2,986,413,2,123,1186,123,1186,1100,536,473
BERKELEY-SC-2019-5,253,255,360,0,NA,857,881,0,1252,481,0,202,1527,202,1527,1381,701,531
BERKELEY-SC-2019-6,261,239,295,0,NA,862,720,2,1037,434,2,92,1478,92,1478,1377,561,402
BERKELEY-SC-2019-7,277,252,331,2,NA,928,804,1,1086,420,1,65,1664,65,1664,1461,605,421
BERKELEY-SC-2019-8,165,136,167,0,NA,479,474,1,639,202,1,63,890,63,890,862,322,273
BERKELEY-SC-2019-9,208,287,365,0,NA,860,692,6,1030,421,6,210,1326,210,1326,1191,677,429
