combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,property_rel,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult,property_crime,person_crime,society_crime
HOWARD-TX-2019-5,22,14,34,0,NA,110,108,1,174,60,1,13,204,13,204,222,65,33
HOWARD-TX-2019-6,41,29,47,0,NA,92,89,0,139,61,0,13,168,13,168,148,84,35
HOWARD-TX-2019-7,33,18,44,0,NA,82,71,0,142,47,0,12,137,12,137,142,67,29
HOWARD-TX-2019-8,39,16,50,0,NA,101,129,0,178,56,0,8,220,8,220,166,97,43
HOWARD-TX-2019-9,43,28,57,0,NA,113,135,0,193,67,0,19,228,19,228,209,89,36
HUDSPETH-TX-2019-1,2,3,3,0,NA,3,1,0,48,8,0,0,4,0,4,2,4,57
HUDSPETH-TX-2019-10,4,4,8,0,NA,5,5,0,77,25,0,0,10,0,10,1,9,96
HUDSPETH-TX-2019-11,2,2,3,0,NA,2,1,0,73,12,0,1,2,1,2,1,3,88
HUDSPETH-TX-2019-12,1,0,0,0,NA,1,3,0,43,2,0,0,4,0,4,3,1,45
HUDSPETH-TX-2019-2,0,1,1,0,NA,3,0,0,54,7,0,0,3,0,3,1,2,60
HUDSPETH-TX-2019-3,0,0,2,0,NA,3,0,0,50,18,0,0,3,0,3,3,2,64
HUDSPETH-TX-2019-4,0,0,3,0,NA,4,1,0,91,31,0,0,5,0,5,3,3,124
HUDSPETH-TX-2019-5,0,0,4,0,NA,4,1,0,87,19,0,0,5,0,5,2,4,104
HUDSPETH-TX-2019-6,0,0,1,0,NA,1,0,0,55,26,0,0,1,0,1,1,1,83
HUDSPETH-TX-2019-7,0,2,3,0,NA,8,2,0,86,30,0,0,10,0,10,7,5,112
HUDSPETH-TX-2019-8,0,0,0,0,NA,2,0,0,102,47,0,0,2,0,2,2,0,155
HUDSPETH-TX-2019-9,0,0,2,0,NA,2,0,0,55,32,0,0,2,0,2,1,2,86
HUERFANO-CO-2019-1,1,1,1,0,NA,13,12,0,19,10,0,1,24,1,24,26,2,14
HUERFANO-CO-2019-10,5,4,7,0,NA,10,8,0,51,4,0,1,17,1,17,31,10,24
HUERFANO-CO-2019-11,0,0,2,0,NA,5,1,0,9,3,0,0,6,0,6,5,2,9
HUERFANO-CO-2019-12,0,0,0,0,NA,7,5,0,3,3,0,0,12,0,12,15,0,2
HUERFANO-CO-2019-2,1,1,3,0,NA,10,9,0,15,6,0,0,19,0,19,19,3,7
HUERFANO-CO-2019-3,1,1,2,0,NA,9,9,0,12,5,0,1,17,1,17,19,2,5
HUERFANO-CO-2019-4,12,10,10,0,NA,21,15,0,20,13,0,7,29,7,29,25,16,8
HUERFANO-CO-2019-5,7,6,12,0,NA,18,11,0,19,10,0,4,25,4,25,20,15,5
HUERFANO-CO-2019-6,6,4,7,6,NA,16,14,0,21,11,0,0,30,0,30,23,11,6
HUERFANO-CO-2019-7,3,3,7,0,NA,12,9,0,14,7,0,1,20,1,20,17,11,7
HUERFANO-CO-2019-8,4,4,3,0,NA,11,8,0,18,5,0,2,17,2,17,19,5,7
HUERFANO-CO-2019-9,3,3,3,0,NA,27,14,0,26,11,0,0,41,0,41,43,3,6
HUGHES-OK-2019-1,10,16,11,0,NA,18,43,6,75,9,6,4,63,4,63,59,22,27
HUGHES-OK-2019-10,7,6,7,0,NA,24,16,5,25,12,5,3,42,3,42,48,12,8
HUGHES-OK-2019-11,6,2,3,0,NA,12,21,0,17,7,0,0,33,0,33,31,7,8
HUGHES-OK-2019-12,5,5,3,0,NA,21,18,2,14,7,2,0,41,0,41,34,11,5
HUGHES-OK-2019-2,9,12,11,0,NA,26,21,3,41,11,3,3,47,3,47,41,18,20
HUGHES-OK-2019-3,5,7,5,0,NA,22,15,2,33,4,2,1,38,1,38,30,15,8
HUGHES-OK-2019-4,3,11,5,0,NA,34,17,6,48,5,6,6,51,6,51,55,16,9
HUGHES-OK-2019-5,8,7,22,0,NA,24,25,5,48,13,5,5,49,5,49,33,30,15
HUGHES-OK-2019-6,0,1,2,0,NA,17,11,4,24,10,4,2,30,2,30,46,4,18
HUGHES-OK-2019-7,15,27,17,0,NA,38,20,11,51,18,11,2,67,2,67,52,30,17
HUGHES-OK-2019-8,3,3,4,0,NA,20,19,3,30,9,3,1,41,1,41,43,7,11
HUGHES-OK-2019-9,9,4,7,0,NA,20,20,6,28,7,6,1,45,1,45,37,15,3
HUGHES-SD-2019-1,8,14,29,0,NA,41,30,0,51,26,0,4,66,4,66,44,36,20
HUGHES-SD-2019-10,6,6,33,0,NA,46,35,0,74,39,0,3,78,3,78,79,38,37
HUGHES-SD-2019-11,12,15,23,0,NA,24,34,0,57,27,0,5,53,5,53,54,30,25
HUGHES-SD-2019-12,6,13,46,0,NA,29,62,1,72,41,1,9,83,9,83,53,55,27
HUGHES-SD-2019-2,10,16,26,0,NA,31,40,0,46,16,0,9,62,9,62,46,32,12
HUGHES-SD-2019-3,10,10,43,0,NA,49,43,0,74,28,0,15,76,15,76,61,45,27
HUGHES-SD-2019-4,3,2,17,0,NA,19,39,0,34,34,0,3,55,3,55,57,19,24
HUGHES-SD-2019-5,3,9,42,0,NA,33,61,0,68,44,0,23,71,23,71,69,48,31
HUGHES-SD-2019-6,12,14,49,0,NA,61,69,0,77,46,0,42,88,42,88,85,55,41
HUGHES-SD-2019-7,18,21,35,0,NA,89,65,0,122,33,0,15,138,15,138,135,41,37
HUGHES-SD-2019-8,10,17,52,0,NA,73,82,0,111,46,0,15,140,15,140,99,64,50
HUGHES-SD-2019-9,16,21,45,0,NA,65,63,0,100,38,0,17,111,17,111,120,53,34
HUMBOLDT-IA-2019-1,2,1,1,0,NA,2,5,0,3,2,0,0,7,0,7,5,4,0
HUMBOLDT-IA-2019-10,1,2,0,0,NA,4,4,0,1,4,0,0,8,0,8,11,3,1
HUMBOLDT-IA-2019-11,1,0,1,0,NA,1,9,0,3,2,0,0,10,0,10,12,2,0
HUMBOLDT-IA-2019-12,0,0,0,0,NA,9,6,0,0,1,0,0,15,0,15,17,0,0
HUMBOLDT-IA-2019-2,2,0,0,0,NA,2,5,0,2,1,0,0,7,0,7,6,2,0
HUMBOLDT-IA-2019-3,0,0,0,0,NA,4,2,0,2,0,0,1,5,1,5,7,0,2
HUMBOLDT-IA-2019-4,0,0,0,0,NA,9,2,0,2,0,0,0,11,0,11,14,0,0
HUMBOLDT-IA-2019-5,1,2,0,0,NA,7,8,0,3,1,0,0,15,0,15,12,3,1
HUMBOLDT-IA-2019-6,1,0,0,0,NA,1,2,0,1,0,0,0,3,0,3,7,1,0
HUMBOLDT-IA-2019-7,1,0,0,0,NA,6,6,0,11,2,0,0,12,0,12,26,1,1
HUMBOLDT-IA-2019-8,3,1,0,0,NA,13,9,0,11,3,0,0,22,0,22,23,4,7
HUMBOLDT-IA-2019-9,2,3,1,0,NA,12,10,0,8,4,0,4,18,4,18,17,6,2
HUMPHREYS-TN-2019-1,12,7,10,0,NA,19,24,0,73,37,0,3,40,3,40,34,16,74
HUMPHREYS-TN-2019-10,8,7,11,0,NA,20,15,0,40,13,0,0,34,0,34,24,15,35
HUMPHREYS-TN-2019-11,10,7,7,0,NA,17,13,0,41,29,0,2,28,2,28,28,15,47
HUMPHREYS-TN-2019-12,5,1,6,0,NA,23,12,0,36,17,0,4,31,4,31,30,12,28
HUMPHREYS-TN-2019-2,6,5,5,0,NA,14,18,0,58,23,0,0,32,0,32,35,11,46
HUMPHREYS-TN-2019-3,13,6,12,0,NA,32,26,0,85,42,0,2,56,2,56,46,21,81
HUMPHREYS-TN-2019-4,5,3,4,0,NA,12,19,0,58,28,0,2,29,2,29,32,7,53
HUMPHREYS-TN-2019-5,14,11,21,1,NA,57,18,0,84,33,0,5,70,5,70,57,31,54
HUMPHREYS-TN-2019-6,7,9,4,0,NA,12,19,0,60,21,0,1,30,1,30,29,14,53
HUMPHREYS-TN-2019-7,11,12,10,0,NA,42,27,0,70,29,0,1,68,1,68,59,16,35
HUMPHREYS-TN-2019-8,6,3,10,0,NA,22,23,0,51,36,0,1,44,1,44,36,15,45
HUMPHREYS-TN-2019-9,5,2,2,0,NA,17,8,0,36,21,0,0,23,0,23,32,6,35
HUNT-TX-2019-1,5,5,4,0,NA,16,19,0,41,19,0,4,31,4,31,33,9,36
HUNT-TX-2019-10,5,4,4,0,NA,23,16,4,72,19,4,0,41,0,41,47,10,62
HUNT-TX-2019-11,2,2,4,0,NA,20,20,2,63,22,2,1,36,1,36,53,8,53
HUNT-TX-2019-12,0,1,3,0,NA,8,12,0,44,35,0,0,18,0,18,47,5,48
HUNT-TX-2019-2,17,12,11,0,NA,32,26,0,79,48,0,12,45,12,45,47,27,73
HUNT-TX-2019-3,9,5,9,0,NA,17,26,0,54,20,0,1,42,1,42,34,18,42
HUNT-TX-2019-4,3,3,5,0,NA,12,22,1,60,24,1,1,33,1,33,34,10,58
HUNT-TX-2019-5,3,4,2,0,NA,27,27,9,63,33,9,4,46,4,46,76,11,60
HUNT-TX-2019-6,12,9,6,0,NA,9,16,0,44,13,0,6,19,6,19,15,18,34
HUNT-TX-2019-7,2,4,1,0,NA,10,18,0,47,16,0,2,26,2,26,39,10,35
HUNT-TX-2019-8,8,8,10,0,NA,7,29,0,50,31,0,2,34,2,34,29,18,49
HUNT-TX-2019-9,8,12,26,0,NA,29,30,0,48,44,0,7,36,7,36,35,42,38
HURON-MI-2019-1,10,10,8,0,NA,25,19,0,47,11,0,5,38,5,38,44,21,3
HURON-MI-2019-10,7,16,13,0,NA,54,32,0,44,25,0,7,78,7,78,64,35,10
HURON-MI-2019-11,7,19,7,0,NA,23,39,0,33,18,0,9,52,9,52,39,31,1
HURON-MI-2019-12,12,10,13,0,NA,20,34,0,35,14,0,10,43,10,43,28,30,7
HURON-MI-2019-2,6,14,6,0,NA,25,13,0,26,8,0,7,31,7,31,19,22,5
HURON-MI-2019-3,13,12,13,0,NA,24,24,0,34,13,0,9,39,9,39,38,22,1
HURON-MI-2019-4,8,13,14,0,NA,19,28,0,51,13,0,7,40,7,40,37,27,18
HURON-MI-2019-5,10,14,15,0,NA,35,34,0,35,20,0,11,55,11,55,42,38,2
HURON-MI-2019-6,15,22,12,0,NA,32,29,0,41,11,0,7,52,7,52,38,34,0
HURON-MI-2019-7,15,20,19,0,NA,38,51,0,43,23,0,13,76,13,76,51,47,2
HURON-MI-2019-8,9,15,8,0,NA,40,34,0,28,18,0,6,66,6,66,52,31,4
HURON-MI-2019-9,15,10,17,0,NA,34,41,0,57,23,0,2,72,2,72,62,33,12
HURON-OH-2019-1,3,13,9,0,NA,40,32,8,78,48,8,7,65,7,65,71,26,74
HURON-OH-2019-10,8,10,9,0,NA,17,36,1,45,23,1,7,47,7,47,60,14,23
HURON-OH-2019-11,0,9,3,0,NA,25,20,0,48,14,0,3,42,3,42,48,16,38
HURON-OH-2019-12,3,10,4,0,NA,22,27,3,36,19,3,4,46,4,46,50,14,22
HURON-OH-2019-2,10,14,12,0,NA,18,33,6,50,14,6,12,42,12,42,38,26,31
HURON-OH-2019-3,6,21,3,0,NA,29,41,2,68,34,2,16,54,16,54,59,24,49
HURON-OH-2019-4,10,15,8,0,NA,17,38,1,68,31,1,3,52,3,52,45,25,58
HURON-OH-2019-5,7,14,9,0,NA,34,38,4,73,19,4,8,65,8,65,72,24,43
HURON-OH-2019-6,12,5,4,0,NA,29,44,2,85,32,2,3,72,3,72,73,22,65
HURON-OH-2019-7,3,17,3,0,NA,24,43,2,93,18,2,5,57,5,57,59,25,60
HURON-OH-2019-8,10,24,6,0,NA,41,52,2,76,23,2,17,77,17,77,72,38,40
HURON-OH-2019-9,6,8,2,0,NA,25,49,1,53,20,1,4,70,4,70,89,14,36
HUTCHINSON-SD-2019-1,1,1,2,0,NA,2,1,0,1,1,0,1,2,1,2,1,2,0
HUTCHINSON-SD-2019-10,1,1,1,0,NA,3,1,0,4,1,0,1,3,1,3,4,1,0
HUTCHINSON-SD-2019-11,0,0,0,0,NA,9,0,0,10,0,0,0,9,0,9,10,0,0
HUTCHINSON-SD-2019-12,2,1,1,0,NA,1,2,0,1,2,0,1,2,1,2,2,2,0
HUTCHINSON-SD-2019-2,1,0,0,0,NA,0,1,0,2,0,0,0,1,0,1,2,1,1
HUTCHINSON-SD-2019-3,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
HUTCHINSON-SD-2019-5,0,0,0,0,NA,1,4,0,2,1,0,0,5,0,5,2,3,0
HUTCHINSON-SD-2019-6,0,0,0,0,NA,0,1,0,0,2,0,0,1,0,1,2,0,0
HUTCHINSON-SD-2019-7,0,0,1,0,NA,1,3,0,1,2,0,0,4,0,4,3,1,0
HUTCHINSON-SD-2019-8,0,0,0,0,NA,0,1,0,1,1,0,0,1,0,1,2,0,0
HUTCHINSON-SD-2019-9,1,0,0,0,NA,2,0,0,0,2,0,0,1,0,1,1,1,0
HUTCHINSON-TX-2019-1,15,8,15,0,NA,34,50,1,47,22,1,1,83,1,83,83,26,4
HUTCHINSON-TX-2019-10,23,19,20,0,NA,30,39,0,47,25,0,7,62,7,62,36,45,10
HUTCHINSON-TX-2019-11,11,8,19,0,NA,43,36,1,44,19,1,4,71,4,71,60,37,4
HUTCHINSON-TX-2019-12,4,5,5,0,NA,30,36,0,60,27,0,6,53,6,53,64,19,27
HUTCHINSON-TX-2019-2,7,5,22,0,NA,31,33,0,24,21,0,2,62,2,62,40,33,2
HUTCHINSON-TX-2019-3,3,2,1,0,NA,14,17,0,16,4,0,0,31,0,31,29,8,5
HUTCHINSON-TX-2019-4,4,5,8,0,NA,43,26,1,27,27,1,3,65,3,65,55,21,11
HUTCHINSON-TX-2019-5,8,8,5,0,NA,14,24,0,26,10,0,2,34,2,34,29,12,1
HUTCHINSON-TX-2019-6,14,6,30,0,NA,44,54,0,62,29,0,6,91,6,91,59,56,3
HUTCHINSON-TX-2019-7,13,10,9,0,NA,32,31,0,51,21,0,2,59,2,59,47,33,15
HUTCHINSON-TX-2019-8,2,1,4,0,NA,9,5,0,14,1,0,1,13,1,13,16,5,1
HUTCHINSON-TX-2019-9,5,4,8,0,NA,26,27,1,42,9,1,6,46,6,46,47,20,3
IDA-IA-2019-1,2,1,2,0,NA,4,4,0,7,1,0,0,8,0,8,13,3,3
IDA-IA-2019-10,1,2,2,0,NA,4,3,0,10,2,0,1,6,1,6,6,2,9
IDA-IA-2019-11,0,0,0,0,NA,3,0,0,7,2,0,0,3,0,3,4,0,9
IDA-IA-2019-12,0,0,0,0,NA,8,2,0,12,2,0,1,9,1,9,9,2,7
IDA-IA-2019-2,6,6,12,0,NA,13,2,0,14,6,0,0,15,0,15,6,12,7
IDA-IA-2019-3,3,3,4,0,NA,8,3,0,9,3,0,0,11,0,11,12,5,3
IDA-IA-2019-4,3,1,3,0,NA,4,5,0,9,10,0,0,9,0,9,8,5,11
IDA-IA-2019-5,3,1,1,0,NA,6,7,0,8,5,0,1,12,1,12,13,3,7
IDA-IA-2019-6,0,0,1,0,NA,3,1,0,11,4,0,0,4,0,4,2,2,13
IDA-IA-2019-7,1,0,2,0,NA,7,5,0,19,4,0,0,12,0,12,12,6,9
IDA-IA-2019-8,2,2,2,0,NA,7,6,0,11,7,0,0,13,0,13,15,2,12
IDA-IA-2019-9,2,1,2,0,NA,14,4,0,19,4,0,3,15,3,15,24,3,7
IDAHO-ID-2019-1,3,1,1,0,NA,21,19,0,48,11,0,0,40,0,40,40,3,24
IDAHO-ID-2019-10,1,1,2,0,NA,10,3,0,22,5,0,1,12,1,12,13,5,11
IDAHO-ID-2019-11,3,4,2,0,NA,6,5,0,5,5,0,0,11,0,11,8,5,3
IDAHO-ID-2019-12,5,7,10,0,NA,14,8,0,26,8,0,1,21,1,21,10,13,20
IDAHO-ID-2019-2,2,2,3,0,NA,3,2,0,13,7,0,0,5,0,5,2,3,17
IDAHO-ID-2019-3,0,4,1,0,NA,8,3,0,20,2,0,5,6,5,6,7,5,12
IDAHO-ID-2019-4,6,6,5,0,NA,7,10,0,19,6,0,1,16,1,16,12,7,14
IDAHO-ID-2019-5,7,6,11,0,NA,15,8,0,35,24,0,1,22,1,22,12,12,39
IDAHO-ID-2019-6,3,2,2,0,NA,5,9,0,8,7,0,0,14,0,14,11,3,8
IDAHO-ID-2019-7,2,4,3,0,NA,19,8,0,24,22,0,0,27,0,27,22,7,27
IDAHO-ID-2019-8,2,3,4,0,NA,6,10,0,16,7,0,1,15,1,15,13,5,10
IDAHO-ID-2019-9,1,6,1,0,NA,13,2,0,17,3,0,1,14,1,14,9,6,8
INDEPENDENCE-AR-2019-1,28,57,32,0,NA,90,90,0,150,58,0,18,142,18,142,144,74,50
INDEPENDENCE-AR-2019-10,18,54,18,0,NA,84,78,0,130,45,0,27,132,27,132,120,68,36
INDEPENDENCE-AR-2019-11,74,100,84,0,NA,153,131,1,224,98,1,78,203,78,203,196,121,47
INDEPENDENCE-AR-2019-12,25,54,25,0,NA,61,87,0,105,48,0,17,129,17,129,98,67,48
INDEPENDENCE-AR-2019-2,10,29,13,0,NA,55,47,0,128,48,0,2,96,2,96,87,41,76
INDEPENDENCE-AR-2019-3,30,55,56,0,NA,95,102,3,125,91,3,33,164,33,164,131,91,64
INDEPENDENCE-AR-2019-4,13,27,18,0,NA,46,65,0,84,68,0,9,99,9,99,108,41,63
INDEPENDENCE-AR-2019-5,22,28,25,0,NA,61,66,2,115,35,2,10,117,10,117,107,44,47
INDEPENDENCE-AR-2019-6,23,47,27,0,NA,57,82,4,110,57,4,23,110,23,110,91,69,45
INDEPENDENCE-AR-2019-7,26,37,26,0,NA,74,74,1,123,50,1,14,130,14,130,107,54,71
INDEPENDENCE-AR-2019-8,34,52,51,0,NA,98,73,7,138,86,7,15,152,15,152,151,78,74
INDEPENDENCE-AR-2019-9,16,51,26,0,NA,79,76,3,120,72,3,7,139,7,139,120,72,60
INGHAM-MI-2019-1,57,62,84,1,NA,199,249,1,345,126,1,38,407,38,407,489,142,57
INGHAM-MI-2019-10,49,69,94,0,NA,273,257,0,383,184,0,51,469,51,469,596,156,71
INGHAM-MI-2019-11,72,85,130,0,NA,221,267,1,321,141,1,56,428,56,428,429,186,45
INGHAM-MI-2019-12,107,116,129,0,NA,193,229,2,325,128,2,40,381,40,381,367,191,75
INGHAM-MI-2019-2,56,64,87,0,NA,178,212,1,326,123,1,27,362,27,362,379,147,69
INGHAM-MI-2019-3,57,67,101,0,NA,248,236,1,334,191,1,53,427,53,427,418,158,108
INGHAM-MI-2019-4,60,71,117,0,NA,262,239,6,387,163,6,41,457,41,457,490,163,107
INGHAM-MI-2019-5,66,80,128,0,NA,328,304,6,381,148,6,70,560,70,560,574,199,61
INGHAM-MI-2019-6,68,75,104,1,NA,251,260,2,397,140,2,42,462,42,462,479,163,79
INGHAM-MI-2019-7,86,110,132,1,NA,220,240,5,315,128,5,37,416,37,416,384,208,52
INGHAM-MI-2019-8,89,98,112,0,NA,280,252,3,355,117,3,44,484,44,484,474,181,49
INGHAM-MI-2019-9,91,104,134,0,NA,237,282,4,377,123,4,67,439,67,439,483,194,69
IONIA-MI-2019-1,38,34,52,1,NA,66,76,3,118,46,3,27,118,27,118,102,73,24
IONIA-MI-2019-10,45,46,55,0,NA,84,85,0,110,49,0,47,121,47,121,97,90,25
IONIA-MI-2019-11,41,33,49,2,NA,86,74,0,116,44,0,25,129,25,129,114,71,22
IONIA-MI-2019-12,23,15,27,0,NA,56,72,1,95,36,1,14,112,14,112,85,60,27
IONIA-MI-2019-2,24,17,54,0,NA,57,85,0,95,56,0,27,115,27,115,79,83,23
IONIA-MI-2019-3,39,34,51,0,NA,77,75,2,127,63,2,34,114,34,114,123,65,50
IONIA-MI-2019-4,27,20,41,0,NA,74,68,1,108,39,1,20,117,20,117,114,62,23
IONIA-MI-2019-5,51,48,72,0,NA,90,85,0,142,53,0,41,134,41,134,119,96,35
IONIA-MI-2019-6,38,38,71,0,NA,103,72,0,121,51,0,38,137,38,137,108,96,14
IONIA-MI-2019-7,41,38,51,2,NA,105,97,0,132,65,0,23,175,23,175,140,93,32
IONIA-MI-2019-8,41,40,58,0,NA,96,80,2,115,48,2,31,144,31,144,134,75,24
IONIA-MI-2019-9,46,47,75,0,NA,93,84,0,146,55,0,19,157,19,157,117,100,41
IOSCO-MI-2019-1,12,6,20,0,NA,23,26,0,30,29,0,4,37,4,37,43,26,1
IOSCO-MI-2019-10,16,16,18,0,NA,16,29,0,33,13,0,5,40,5,40,24,30,4
IOSCO-MI-2019-11,3,4,24,0,NA,16,37,0,38,22,0,0,52,0,52,36,29,10
IOSCO-MI-2019-12,1,1,12,0,NA,23,18,1,32,8,1,3,36,3,36,32,15,8
IOSCO-MI-2019-2,13,11,13,0,NA,21,15,0,31,13,0,5,31,5,31,26,22,7
IOSCO-MI-2019-3,4,5,8,0,NA,17,15,0,19,10,0,2,30,2,30,24,11,8
IOSCO-MI-2019-4,17,14,33,0,NA,34,31,1,59,19,1,13,52,13,52,31,45,7
IOSCO-MI-2019-5,10,14,25,0,NA,29,38,0,60,12,0,5,62,5,62,47,31,11
IOSCO-MI-2019-6,10,10,24,0,NA,31,36,0,58,20,0,4,63,4,63,43,33,17
IOSCO-MI-2019-7,10,9,17,0,NA,26,30,0,36,30,0,4,52,4,52,37,31,8
IOSCO-MI-2019-8,21,17,33,0,NA,27,41,0,57,13,0,11,57,11,57,34,42,7
IOSCO-MI-2019-9,5,11,15,0,NA,36,30,0,48,19,0,4,60,4,60,49,24,8
IOWA-IA-2019-1,5,2,8,0,NA,11,9,0,17,7,0,0,20,0,20,11,11,5
IOWA-IA-2019-10,4,1,5,0,NA,5,10,0,15,3,0,0,15,0,15,9,9,3
IOWA-IA-2019-11,0,0,0,0,NA,2,0,0,6,2,0,0,2,0,2,5,0,7
IOWA-IA-2019-12,1,0,1,0,NA,13,4,0,11,2,0,0,17,0,17,19,4,1
IOWA-IA-2019-2,1,1,1,0,NA,2,0,0,1,1,0,0,2,0,2,4,1,0
IOWA-IA-2019-3,1,0,1,0,NA,11,8,0,22,9,0,0,19,0,19,28,2,9
IOWA-IA-2019-4,5,2,2,0,NA,7,13,0,22,6,0,1,19,1,19,15,6,15
IOWA-IA-2019-5,1,1,1,0,NA,9,3,0,14,10,0,2,10,2,10,19,3,13
IOWA-IA-2019-6,5,4,5,0,NA,17,12,0,20,7,0,4,25,4,25,29,7,4
IOWA-IA-2019-7,3,0,0,0,NA,14,7,0,6,1,0,0,21,0,21,18,4,2
IOWA-IA-2019-8,2,1,1,0,NA,6,9,0,17,4,0,1,14,1,14,16,2,13
IOWA-IA-2019-9,10,10,14,0,NA,25,4,0,9,20,0,0,29,0,29,16,15,5
IOWA-WI-2019-1,0,0,0,0,NA,2,2,0,8,2,0,0,4,0,4,8,0,4
IOWA-WI-2019-10,0,1,0,0,NA,6,2,0,9,5,0,0,8,0,8,9,1,6
IOWA-WI-2019-11,2,3,3,0,NA,6,5,0,9,5,0,2,9,2,9,7,4,4
IOWA-WI-2019-12,0,4,3,0,NA,14,6,0,17,5,0,4,16,4,16,12,8,14
IOWA-WI-2019-2,4,4,4,0,NA,2,3,0,7,1,0,2,3,2,3,2,4,3
IOWA-WI-2019-3,2,1,2,0,NA,5,10,0,13,2,0,1,13,1,13,12,4,1
IOWA-WI-2019-4,0,0,3,0,NA,6,3,0,10,5,0,0,7,0,7,5,4,10
IOWA-WI-2019-5,2,2,7,0,NA,14,5,0,20,5,0,0,19,0,19,13,7,11
IOWA-WI-2019-6,2,4,2,0,NA,11,10,2,6,5,2,1,22,1,22,20,5,1
IOWA-WI-2019-7,2,2,4,0,NA,15,15,1,12,8,1,0,30,0,30,29,4,11
IOWA-WI-2019-8,3,3,1,0,NA,5,10,1,9,1,1,0,15,0,15,11,5,1
IOWA-WI-2019-9,2,7,7,0,NA,19,5,2,36,11,2,1,25,1,25,16,15,20
IRION-TX-2019-1,1,0,0,0,NA,2,0,0,0,3,0,0,2,0,2,1,1,2
IRION-TX-2019-2,0,0,0,0,NA,1,0,0,1,0,0,0,1,0,1,3,0,0
IRION-TX-2019-3,1,1,1,0,NA,1,1,0,0,1,0,0,2,0,2,1,1,0
IRION-TX-2019-4,0,0,0,0,NA,0,3,0,0,0,0,0,3,0,3,3,0,0
IRION-TX-2019-5,0,0,0,0,NA,2,0,0,3,0,0,0,2,0,2,5,0,1
IRION-TX-2019-6,0,0,0,0,NA,0,2,0,0,0,0,0,2,0,2,2,0,0
IRION-TX-2019-7,0,1,0,0,NA,1,0,0,1,0,0,0,1,0,1,1,1,0
IRION-TX-2019-8,3,3,3,0,NA,4,3,0,5,1,0,1,6,1,6,5,3,0
IRON-MI-2019-1,4,5,6,0,NA,8,7,0,16,0,0,0,15,0,15,8,7,3
IRON-MI-2019-10,11,11,15,0,NA,19,13,0,23,10,0,3,28,3,28,13,22,7
IRON-MI-2019-11,4,5,7,0,NA,8,7,0,11,5,0,2,13,2,13,11,8,4
IRON-MI-2019-12,8,10,20,0,NA,16,14,0,23,9,0,1,29,1,29,11,23,3
IRON-MI-2019-2,2,5,6,0,NA,8,6,0,20,12,0,1,13,1,13,7,9,22
IRON-MI-2019-3,5,6,6,0,NA,10,10,0,20,20,0,4,15,4,15,12,11,21
IRON-MI-2019-4,9,11,12,0,NA,12,11,0,18,9,0,1,22,1,22,11,17,7
IRON-MI-2019-5,2,3,6,0,NA,10,14,0,15,5,0,2,22,2,22,19,6,6
IRON-MI-2019-6,2,3,2,0,NA,7,9,0,16,10,0,0,16,0,16,16,5,13
IRON-MI-2019-7,4,5,12,0,NA,15,15,0,17,11,0,2,28,2,28,20,16,4
IRON-MI-2019-8,2,6,8,0,NA,6,11,0,18,6,0,1,16,1,16,9,13,7
IRON-MI-2019-9,11,9,17,0,NA,24,22,0,35,22,0,18,28,18,28,29,21,17
IRON-UT-2019-1,0,1,0,0,NA,1,1,0,4,2,0,0,2,0,2,1,1,4
IRON-UT-2019-2,0,3,1,0,NA,4,5,0,4,1,0,0,9,0,9,7,4,1
IRON-UT-2019-3,1,1,1,0,NA,4,2,0,14,0,0,0,6,0,6,5,1,9
IRON-UT-2019-4,0,3,0,0,NA,4,2,0,4,2,0,0,6,0,6,3,3,3
IRON-UT-2019-5,0,0,0,0,NA,1,0,0,1,0,0,0,1,0,1,3,0,1
IRON-UT-2019-6,0,0,4,0,NA,5,1,0,4,0,0,4,2,4,2,6,4,0
IRON-UT-2019-7,0,2,0,0,NA,5,2,0,2,0,0,1,6,1,6,5,2,0
IRON-UT-2019-8,0,4,1,0,NA,1,4,0,2,1,0,0,5,0,5,3,5,0
ISABELLA-MI-2019-1,35,25,62,0,NA,98,83,0,119,70,0,21,160,21,160,147,81,29
ISABELLA-MI-2019-10,34,24,66,0,NA,90,116,0,135,55,0,25,180,25,180,156,101,24
ISABELLA-MI-2019-11,35,22,51,2,NA,82,93,1,105,53,1,21,155,21,155,126,79,36
ISABELLA-MI-2019-12,20,14,25,1,NA,37,55,0,74,39,0,9,82,9,82,84,45,32
ISABELLA-MI-2019-2,27,24,46,0,NA,52,86,0,108,59,0,18,120,18,120,118,71,16
ISABELLA-MI-2019-3,41,31,44,0,NA,47,118,0,127,34,0,23,141,23,141,135,75,15
ISABELLA-MI-2019-4,33,29,68,0,NA,88,104,0,101,66,0,20,172,20,172,146,91,22
ISABELLA-MI-2019-5,27,22,46,0,NA,68,107,0,113,61,0,16,159,16,159,135,80,36
ISABELLA-MI-2019-6,29,16,46,0,NA,75,87,0,73,55,0,5,157,5,157,120,71,7
ISABELLA-MI-2019-7,34,28,38,0,NA,83,101,0,113,61,0,27,152,27,152,149,76,42
ISABELLA-MI-2019-8,28,31,52,0,NA,88,103,0,136,50,0,31,160,31,160,147,94,31
